, snr=-3.0, sfrx=7, sftx=7, tx_trials=0, tx_power=14, tx_time_on_air=129, tx_counter=3722, tx_frequency=868000000)
17/7/2020 2:52:32 msg Hay buena cobertura de sensor 2 10152 stats (rx_timestamp=1769255178, rssi=-108, snr=-3.0, sfrx=7, sftx=7, tx_trials=0, tx_power=14, tx_time_on_air=129, tx_counter=3858, tx_frequency=868000000)
17/7/2020 2:52:35 msg Hay buena cobertura de sensor 2 10153 stats (rx_timestamp=1771963145, rssi=-106, snr=-1.0, sfrx=7, sftx=7, tx_trials=0, tx_power=14, tx_time_on_air=129, tx_counter=3859, tx_frequency=868000000)
17/7/2020 2:52:38 msg Hay buena cobertura de sensor 2 10154 stats (rx_timestamp=1774830107, rssi=-107, snr=-2.0, sfrx=7, sftx=7, tx_trials=0, tx_power=14, tx_time_on_air=129, tx_counter=3860, tx_frequency=868000000)
17/7/2020 2:52:41 msg Hay buena cobertura de sensor 2 10155 stats (rx_timestamp=1777783205, rssi=-107, snr=-3.0, sfrx=7, sftx=7, tx_trials=0, tx_power=14, tx_time_on_air=124, tx_counter=3861, tx_frequency=868000000)
17/7/2020 2:52:44 msg Hay buena cobertura de sensor 2 10156 stats (rx_timestamp=1780741214, rssi=-108, snr=-3.0, sfrx=7, sftx=7, tx_trials=0, tx_power=14, tx_time_on_air=129, tx_counter=3862, tx_frequency=868000000)
17/7/2020 2:52:46 msg Hay buena cobertura de sensor 2 10157 stats (rx_timestamp=1783468217, rssi=-107, snr=-2.0, sfrx=7, sftx=7, tx_trials=0, tx_power=14, tx_time_on_air=129, tx_counter=3863, tx_frequency=868000000)
17/7/2020 2:52:57 msg Hay buena cobertura de sensor 2 10158 stats (rx_timestamp=1794272213, rssi=-107, snr=-2.0, sfrx=7, sftx=7, tx_trials=0, tx_power=14, tx_time_on_air=124, tx_counter=3868, tx_frequency=868000000)
17/7/2020 2:53:0 msg Hay buena cobertura de sensor 2 10162 stats (rx_timestamp=1797171179, rssi=-106, snr=-1.0, sfrx=7, sftx=7, tx_trials=0, tx_power=14, tx_time_on_air=129, tx_counter=3869, tx_frequency=868000000)
17/7/2020 2:53:3 msg Hay buena cobertura de sensor 2 10163 stats (rx_timestamp=1799804227, rssi=-107, snr=-2.0, sfrx=7, sftx=7, tx_trials=0, tx_power=14, tx_time_on_air=129, tx_counter=3870, tx_frequency=868000000)
17/7/2020 2:53:6 msg Hay buena cobertura de sensor 2 10164 stats (rx_timestamp=1802793280, rssi=-107, snr=-3.0, sfrx=7, sftx=7, tx_trials=0, tx_power=14, tx_time_on_air=129, tx_counter=3871, tx_frequency=868000000)
17/7/2020 2:53:8 msg Hay buena cobertura de sensor 2 10165 stats (rx_timestamp=1805508284, rssi=-106, snr=-2.0, sfrx=7, sftx=7, tx_trials=0, tx_power=14, tx_time_on_air=129, tx_counter=3872, tx_frequency=868000000)
17/7/2020 2:53:11 msg Hay buena cobertura de sensor 2 10166 stats (rx_timestamp=1808212298, rssi=-106, snr=-4.0, sfrx=7, sftx=7, tx_trials=0, tx_power=14, tx_time_on_air=124, tx_counter=3873, tx_frequency=868000000)
17/7/2020 2:53:14 msg Hay buena cobertura de sensor 2 10167 stats (rx_timestamp=1810942264, rssi=-106, snr=-1.0, sfrx=7, sftx=7, tx_trials=0, tx_power=14, tx_time_on_air=124, tx_counter=3874, tx_frequency=868000000)
17/7/2020 2:53:17 msg Hay buena cobertura de sensor 2 10168 stats (rx_timestamp=1814158274, rssi=-108, snr=-2.0, sfrx=7, sftx=7, tx_trials=0, tx_power=14, tx_time_on_air=124, tx_counter=3875, tx_frequency=868000000)
17/7/2020 2:53:20 msg Hay buena cobertura de sensor 2 10169 stats (rx_timestamp=1816938280, rssi=-107, snr=-2.0, sfrx=7, sftx=7, tx_trials=0, tx_power=14, tx_time_on_air=129, tx_counter=3876, tx_frequency=868000000)
17/7/2020 2:53:22 msg Hay buena cobertura de sensor 2 10170 stats (rx_timestamp=1819383328, rssi=-107, snr=-2.0, sfrx=7, sftx=7, tx_trials=0, tx_power=14, tx_time_on_air=129, tx_counter=3877, tx_frequency=868000000)
17/7/2020 2:53:25 msg Hay buena cobertura de sensor 2 10171 stats (rx_timestamp=1822091343, rssi=-107, snr=-3.0, sfrx=7, sftx=7, tx_trials=0, tx_power=14, tx_time_on_air=129, tx_counter=3878, tx_frequency=868000000)
17/7/2020 2:53:28 msg Hay buena cobertura de sensor 2 10172 stats (rx_timestamp=1824804347, rssi=-109, snr=-6.0, sfrx=7, sftx=7, tx_trials=0, tx_power=14, tx_time_on_air=124, tx_counter=3879, tx_frequency=868000000)
17/7/2020 2:53:30 msg Hay buena cobertura de sensor 2 10173 stats (rx_timestamp=1827507355, rssi=-107, snr=-2.0, sfrx=7, sftx=7, tx_trials=0, tx_power=14, tx_time_on_air=124, tx_counter=3880, tx_frequency=868000000)
17/7/2020 2:53:33 msg Hay buena cobertura de sensor 2 10174 stats (rx_timestamp=1830248367, rssi=-106, snr=-2.0, sfrx=7, sftx=7, tx_trials=0, tx_power=14, tx_time_on_air=124, tx_counter=3881, tx_frequency=868000000)
17/7/2020 2:53:36 msg Hay buena cobertura de sensor 2 10175 stats (rx_timestamp=1832961325, rssi=-108, snr=-4.0, sfrx=7, sftx=7, tx_trials=0, tx_power=14, tx_time_on_air=124, tx_counter=3882, tx_frequency=868000000)
17/7/2020 2:53:42 msg Hay buena cobertura de sensor 2 10176 stats (rx_timestamp=1838885395, rssi=-107, snr=-1.0, sfrx=7, sftx=7, tx_trials=0, tx_power=14, tx_time_on_air=129, tx_counter=3885, tx_frequency=868000000)
17/7/2020 2:53:45 msg Hay buena cobertura de sensor 2 10178 stats (rx_timestamp=1841562399, rssi=-107, snr=-2.0, sfrx=7, sftx=7, tx_trials=0, tx_power=14, tx_time_on_air=129, tx_counter=3886, tx_frequency=868000000)
17/7/2020 2:53:52 msg Hay buena cobertura de sensor 2 10179 stats (rx_timestamp=1849555381, rssi=-108, snr=-4.0, sfrx=7, sftx=7, tx_trials=0, tx_power=14, tx_time_on_air=129, tx_counter=3889, tx_frequency=868000000)
17/7/2020 2:53:55 msg Hay buena cobertura de sensor 2 10182 stats (rx_timestamp=1852268429, rssi=-108, snr=-3.0, sfrx=7, sftx=7, tx_trials=0, tx_power=14, tx_time_on_air=129, tx_counter=3890, tx_frequency=868000000)
17/7/2020 2:53:58 msg Hay buena cobertura de sensor 2 10183 stats (rx_timestamp=1854983398, rssi=-106, snr=-1.0, sfrx=7, sftx=7, tx_trials=0, tx_power=14, tx_time_on_air=129, tx_counter=3891, tx_frequency=868000000)
17/7/2020 2:54:1 msg Hay buena cobertura de sensor 2 10184 stats (rx_timestamp=1857710405, rssi=-107, snr=-2.0, sfrx=7, sftx=7, tx_trials=0, tx_power=14, tx_time_on_air=129, tx_counter=3892, tx_frequency=868000000)
17/7/2020 2:54:3 msg Hay buena cobertura de sensor 2 10185 stats (rx_timestamp=1860428452, rssi=-107, snr=-2.0, sfrx=7, sftx=7, tx_trials=0, tx_power=14, tx_time_on_air=124, tx_counter=3893, tx_frequency=868000000)
17/7/2020 2:54:6 msg Hay buena cobertura de sensor 2 10186 stats (rx_timestamp=1863132463, rssi=-107, snr=-3.0, sfrx=7, sftx=7, tx_trials=0, tx_power=14, tx_time_on_air=129, tx_counter=3894, tx_frequency=868000000)
17/7/2020 2:54:9 msg Hay buena cobertura de sensor 2 10187 stats (rx_timestamp=1866024430, rssi=-108, snr=-5.0, sfrx=7, sftx=7, tx_trials=0, tx_power=14, tx_time_on_air=124, tx_counter=3895, tx_frequency=868000000)
17/7/2020 2:54:12 msg Hay buena cobertura de sensor 2 10188 stats (rx_timestamp=1869195438, rssi=-108, snr=-3.0, sfrx=7, sftx=7, tx_trials=0, tx_power=14, tx_time_on_air=124, tx_counter=3896, tx_frequency=868000000)
17/7/2020 2:54:15 msg Hay buena cobertura de sensor 2 10189 stats (rx_timestamp=1871927450, rssi=-108, snr=-5.0, sfrx=7, sftx=7, tx_trials=0, tx_power=14, tx_time_on_air=129, tx_counter=3897, tx_frequency=868000000)
17/7/2020 2:54:24 msg Hay buena cobertura de sensor 2 10190 stats (rx_timestamp=1880954262, rssi=-120, snr=-11.0, sfrx=7, sftx=7, tx_trials=0, tx_power=14, tx_time_on_air=124, tx_counter=3901, tx_frequency=868000000)
17/7/2020 2:54:31 msg Hay buena cobertura de sensor 2 10195 stats (rx_timestamp=1888303500, rssi=-107, snr=-3.0, sfrx=7, sftx=7, tx_trials=0, tx_power=14, tx_time_on_air=129, tx_counter=3904, tx_frequency=868000000)
17/7/2020 2:54:34 msg Hay buena cobertura de sensor 2 10196 stats (rx_timestamp=1891237551, rssi=-108, snr=-6.0, sfrx=7, sftx=7, tx_trials=0, tx_power=14, tx_time_on_air=129, tx_counter=3905, tx_frequency=868000000)
17/7/2020 2:54:37 msg Hay buena cobertura de sensor 2 10197 stats (rx_timestamp=1893686558, rssi=-108, snr=-6.0, sfrx=7, sftx=7, tx_trials=0, tx_power=14, tx_time_on_air=129, tx_counter=3906, tx_frequency=868000000)
17/7/2020 2:54:40 msg Hay buena cobertura de sensor 2 10198 stats (rx_timestamp=1896586567, rssi=-109, snr=-5.0, sfrx=7, sftx=7, tx_trials=0, tx_power=14, tx_time_on_air=129, tx_counter=3907, tx_frequency=868000000)
17/7/2020 2:54:42 msg Hay buena cobertura de sensor 2 10199 stats (rx_timestamp=1899285576, rssi=-107, snr=-4.0, sfrx=7, sftx=7, tx_trials=0, tx_power=14, tx_time_on_air=124, tx_counter=3908, tx_frequency=868000000)
17/7/2020 2:54:45 msg Hay buena cobertura de sensor 2 10200 stats (rx_timestamp=1901991585, rssi=-107, snr=-3.0, sfrx=7, sftx=7, tx_trials=0, tx_power=14, tx_time_on_air=129, tx_counter=3909, tx_frequency=868000000)
17/7/2020 2:54:48 msg Hay buena cobertura de sensor 2 10201 stats (rx_timestamp=1904697551, rssi=-108, snr=-5.0, sfrx=7, sftx=7, tx_trials=0, tx_power=14, tx_time_on_air=129, tx_counter=3910, tx_frequency=868000000)
17/7/2020 2:54:50 msg Hay buena cobertura de sensor 2 10202 stats (rx_timestamp=1907434560, rssi=-108, snr=-3.0, sfrx=7, sftx=7, tx_trials=0, tx_power=14, tx_time_on_air=129, tx_counter=3911, tx_frequency=868000000)
17/7/2020 2:54:53 msg Hay buena cobertura de sensor 2 10203 stats (rx_timestamp=1910445570, rssi=-107, snr=-4.0, sfrx=7, sftx=7, tx_trials=0, tx_power=14, tx_time_on_air=129, tx_counter=3912, tx_frequency=868000000)
17/7/2020 2:54:56 msg Hay buena cobertura de sensor 2 10204 stats (rx_timestamp=1913174578, rssi=-108, snr=-5.0, sfrx=7, sftx=7, tx_trials=0, tx_power=14, tx_time_on_air=129, tx_counter=3913, tx_frequency=868000000)
17/7/2020 2:54:59 msg Hay buena cobertura de sensor 2 10205 stats (rx_timestamp=1915915625, rssi=-108, snr=-5.0, sfrx=7, sftx=7, tx_trials=0, tx_power=14, tx_time_on_air=124, tx_counter=3914, tx_frequency=868000000)
17/7/2020 2:55:8 msg Hay buena cobertura de sensor 2 10206 stats (rx_timestamp=1924695617, rssi=-107, snr=-4.0, sfrx=7, sftx=7, tx_trials=0, tx_power=14, tx_time_on_air=129, tx_counter=3918, tx_frequency=868000000)
17/7/2020 2:55:10 msg Hay buena cobertura de sensor 2 10209 stats (rx_timestamp=1927378674, rssi=-107, snr=-5.0, sfrx=7, sftx=7, tx_trials=0, tx_power=14, tx_time_on_air=124, tx_counter=3919, tx_frequency=868000000)
17/7/2020 2:55:13 msg Hay buena cobertura de sensor 2 10210 stats (rx_timestamp=1930064635, rssi=-107, snr=-5.0, sfrx=7, sftx=7, tx_trials=0, tx_power=14, tx_time_on_air=124, tx_counter=3920, tx_frequency=868000000)
17/7/2020 2:55:16 msg Hay buena cobertura de sensor 2 10211 stats (rx_timestamp=1932748685, rssi=-108, snr=-5.0, sfrx=7, sftx=7, tx_trials=0, tx_power=14, tx_time_on_air=129, tx_counter=3921, tx_frequency=868000000)
17/7/2020 2:55:18 msg Hay buena cobertura de sensor 2 10212 stats (rx_timestamp=1935443691, rssi=-107, snr=-2.0, sfrx=7, sftx=7, tx_trials=0, tx_power=14, tx_time_on_air=129, tx_counter=3922, tx_frequency=868000000)
17/7/2020 2:55:21 msg Hay buena cobertura de sensor 2 10213 stats (rx_timestamp=1938118703, rssi=-108, snr=-4.0, sfrx=7, sftx=7, tx_trials=0, tx_power=14, tx_time_on_air=124, tx_counter=3923, tx_frequency=868000000)
17/7/2020 2:55:24 msg Hay buena cobertura de sensor 2 10214 stats (rx_timestamp=1940976707, rssi=-107, snr=-3.0, sfrx=7, sftx=7, tx_trials=0, tx_power=14, tx_time_on_air=124, tx_counter=3924, tx_frequency=868000000)
17/7/2020 2:55:27 msg Hay buena cobertura de sensor 2 10215 stats (rx_timestamp=1943642634, rssi=-106, snr=-1.0, sfrx=7, sftx=7, tx_trials=0, tx_power=14, tx_time_on_air=129, tx_counter=3925, tx_frequency=868000000)
17/7/2020 2:55:29 msg Hay buena cobertura de sensor 2 10216 stats (rx_timestamp=1946529677, rssi=-107, snr=-2.0, sfrx=7, sftx=7, tx_trials=0, tx_power=14, tx_time_on_air=124, tx_counter=3926, tx_frequency=868000000)
17/7/2020 2:55:35 msg Hay buena cobertura de sensor 2 10217 stats (rx_timestamp=1952219738, rssi=-108, snr=-2.0, sfrx=7, sftx=7, tx_trials=0, tx_power=14, tx_time_on_air=129, tx_counter=3928, tx_frequency=868000000)
17/7/2020 2:55:38 msg Hay buena cobertura de sensor 2 10219 stats (rx_timestamp=1954932660, rssi=-107, snr=-2.0, sfrx=7, sftx=7, tx_trials=0, tx_power=14, tx_time_on_air=124, tx_counter=3929, tx_frequency=868000000)
17/7/2020 2:55:39 msg Hay buena cobertura de sensor 2 10220 stats (rx_timestamp=1955601412, rssi=-116, snr=-8.0, sfrx=7, sftx=7, tx_trials=0, tx_power=14, tx_time_on_air=124, tx_counter=3929, tx_frequency=868000000)
17/7/2020 2:55:41 msg Hay buena cobertura con ramon llull 2708 stats (rx_timestamp=1957635718, rssi=-106, snr=-1.0, sfrx=7, sftx=7, tx_trials=0, tx_power=14, tx_time_on_air=124, tx_counter=3930, tx_frequency=868000000)
17/7/2020 2:55:43 msg Hay buena cobertura de sensor 2 10221 stats (rx_timestamp=1959785433, rssi=-115, snr=-7.0, sfrx=7, sftx=7, tx_trials=0, tx_power=14, tx_time_on_air=129, tx_counter=3931, tx_frequency=868000000)
17/7/2020 2:55:44 msg Hay buena cobertura con ramon llull 2709 stats (rx_timestamp=1960788768, rssi=-108, snr=-2.0, sfrx=7, sftx=7, tx_trials=0, tx_power=14, tx_time_on_air=129, tx_counter=3931, tx_frequency=868000000)
17/7/2020 2:55:46 msg Hay buena cobertura de sensor 2 10222 stats (rx_timestamp=1963469775, rssi=-107, snr=-4.0, sfrx=7, sftx=7, tx_trials=0, tx_power=14, tx_time_on_air=124, tx_counter=3932, tx_frequency=868000000)
17/7/2020 2:55:50 msg Hay buena cobertura de sensor 2 10223 stats (rx_timestamp=1966435791, rssi=-109, snr=-4.0, sfrx=7, sftx=7, tx_trials=0, tx_power=14, tx_time_on_air=129, tx_counter=3933, tx_frequency=868000000)
17/7/2020 2:55:52 msg Hay buena cobertura de sensor 2 10224 stats (rx_timestamp=1969417795, rssi=-106, snr=-3.0, sfrx=7, sftx=7, tx_trials=0, tx_power=14, tx_time_on_air=129, tx_counter=3934, tx_frequency=868000000)
17/7/2020 2:56:1 msg Hay buena cobertura de sensor 2 10225 stats (rx_timestamp=1977815828, rssi=-107, snr=-2.0, sfrx=7, sftx=7, tx_trials=0, tx_power=14, tx_time_on_air=124, tx_counter=3938, tx_frequency=868000000)
17/7/2020 2:56:3 msg Hay buena cobertura de sensor 2 10228 stats (rx_timestamp=1980490834, rssi=-107, snr=-3.0, sfrx=7, sftx=7, tx_trials=0, tx_power=14, tx_time_on_air=129, tx_counter=3939, tx_frequency=868000000)
17/7/2020 2:56:6 msg Hay buena cobertura de sensor 2 10229 stats (rx_timestamp=1983552841, rssi=-108, snr=-4.0, sfrx=7, sftx=7, tx_trials=0, tx_power=14, tx_time_on_air=129, tx_counter=3940, tx_frequency=868000000)
17/7/2020 2:56:10 msg Hay buena cobertura de sensor 2 10230 stats (rx_timestamp=1986572840, rssi=-106, snr=-3.0, sfrx=7, sftx=7, tx_trials=0, tx_power=14, tx_time_on_air=129, tx_counter=3941, tx_frequency=868000000)
17/7/2020 2:56:13 msg Hay buena cobertura de sensor 2 10231 stats (rx_timestamp=1989652857, rssi=-107, snr=-3.0, sfrx=7, sftx=7, tx_trials=0, tx_power=14, tx_time_on_air=129, tx_counter=3942, tx_frequency=868000000)
17/7/2020 2:56:15 msg Hay buena cobertura de sensor 2 10232 stats (rx_timestamp=1992265822, rssi=-108, snr=-4.0, sfrx=7, sftx=7, tx_trials=0, tx_power=14, tx_time_on_air=124, tx_counter=3943, tx_frequency=868000000)
17/7/2020 2:56:18 msg Hay buena cobertura de sensor 2 10233 stats (rx_timestamp=1995005828, rssi=-107, snr=-2.0, sfrx=7, sftx=7, tx_trials=0, tx_power=14, tx_time_on_air=124, tx_counter=3944, tx_frequency=868000000)
17/7/2020 2:56:24 msg Hay buena cobertura de sensor 2 10234 stats (rx_timestamp=2001094891, rssi=-106, snr=-2.0, sfrx=7, sftx=7, tx_trials=0, tx_power=14, tx_time_on_air=129, tx_counter=3947, tx_frequency=868000000)
17/7/2020 2:56:27 msg Hay buena cobertura de sensor 2 10236 stats (rx_timestamp=2004057907, rssi=-107, snr=-2.0, sfrx=7, sftx=7, tx_trials=0, tx_power=14, tx_time_on_air=129, tx_counter=3948, tx_frequency=868000000)
17/7/2020 2:56:30 msg Hay buena cobertura de sensor 2 10237 stats (rx_timestamp=2006759866, rssi=-106, snr=-1.0, sfrx=7, sftx=7, tx_trials=0, tx_power=14, tx_time_on_air=124, tx_counter=3949, tx_frequency=868000000)
17/7/2020 2:56:32 msg Hay buena cobertura de sensor 2 10238 stats (rx_timestamp=2009448921, rssi=-107, snr=-2.0, sfrx=7, sftx=7, tx_trials=0, tx_power=14, tx_time_on_air=124, tx_counter=3950, tx_frequency=868000000)
17/7/2020 2:56:35 msg Hay buena cobertura de sensor 2 10239 stats (rx_timestamp=2012348885, rssi=-105, snr=-1.0, sfrx=7, sftx=7, tx_trials=0, tx_power=14, tx_time_on_air=129, tx_counter=3951, tx_frequency=868000000)
17/7/2020 2:56:38 msg Hay buena cobertura de sensor 2 10240 stats (rx_timestamp=2015085890, rssi=-106, snr=-1.0, sfrx=7, sftx=7, tx_trials=0, tx_power=14, tx_time_on_air=124, tx_counter=3952, tx_frequency=868000000)
17/7/2020 2:56:41 msg Hay buena cobertura de sensor 2 10241 stats (rx_timestamp=2018007943, rssi=-108, snr=-4.0, sfrx=7, sftx=7, tx_trials=0, tx_power=14, tx_time_on_air=129, tx_counter=3953, tx_frequency=868000000)
17/7/2020 2:56:44 msg Hay buena cobertura de sensor 2 10242 stats (rx_timestamp=2020759953, rssi=-107, snr=-2.0, sfrx=7, sftx=7, tx_trials=0, tx_power=14, tx_time_on_air=129, tx_counter=3954, tx_frequency=868000000)
17/7/2020 2:56:46 msg Hay buena cobertura de sensor 2 10243 stats (rx_timestamp=2023499962, rssi=-108, snr=-2.0, sfrx=7, sftx=7, tx_trials=0, tx_power=14, tx_time_on_air=129, tx_counter=3955, tx_frequency=868000000)
17/7/2020 2:56:49 msg Hay buena cobertura de sensor 2 10244 stats (rx_timestamp=2026402972, rssi=-107, snr=-2.0, sfrx=7, sftx=7, tx_trials=0, tx_power=14, tx_time_on_air=129, tx_counter=3956, tx_frequency=868000000)
17/7/2020 2:56:52 msg Hay buena cobertura de sensor 2 10245 stats (rx_timestamp=2029123982, rssi=-106, snr=-1.0, sfrx=7, sftx=7, tx_trials=0, tx_power=14, tx_time_on_air=124, tx_counter=3957, tx_frequency=868000000)
17/7/2020 2:56:55 msg Hay buena cobertura de sensor 2 10246 stats (rx_timestamp=2031854945, rssi=-107, snr=-2.0, sfrx=7, sftx=7, tx_trials=0, tx_power=14, tx_time_on_air=124, tx_counter=3958, tx_frequency=868000000)
17/7/2020 2:56:57 msg Hay buena cobertura de sensor 2 10247 stats (rx_timestamp=2034552994, rssi=-108, snr=-4.0, sfrx=7, sftx=7, tx_trials=0, tx_power=14, tx_time_on_air=129, tx_counter=3959, tx_frequency=868000000)
17/7/2020 2:57:0 msg Hay buena cobertura de sensor 2 10248 stats (rx_timestamp=2037239008, rssi=-107, snr=-3.0, sfrx=7, sftx=7, tx_trials=0, tx_power=14, tx_time_on_air=129, tx_counter=3960, tx_frequency=868000000)
17/7/2020 2:57:3 msg Hay buena cobertura de sensor 2 10249 stats (rx_timestamp=2039947011, rssi=-107, snr=-2.0, sfrx=7, sftx=7, tx_trials=0, tx_power=14, tx_time_on_air=124, tx_counter=3961, tx_frequency=868000000)
17/7/2020 2:57:6 msg Hay buena cobertura de sensor 2 10250 stats (rx_timestamp=2042764020, rssi=-107, snr=-1.0, sfrx=7, sftx=7, tx_trials=0, tx_power=14, tx_time_on_air=124, tx_counter=3962, tx_frequency=868000000)
17/7/2020 2:57:8 msg Hay buena cobertura de sensor 2 10251 stats (rx_timestamp=2045450026, rssi=-107, snr=-3.0, sfrx=7, sftx=7, tx_trials=0, tx_power=14, tx_time_on_air=129, tx_counter=3963, tx_frequency=868000000)
17/7/2020 2:57:11 msg Hay buena cobertura de sensor 2 10252 stats (rx_timestamp=2048136998, rssi=-106, snr=-1.0, sfrx=7, sftx=7, tx_trials=0, tx_power=14, tx_time_on_air=129, tx_counter=3964, tx_frequency=868000000)
17/7/2020 2:57:14 msg Hay buena cobertura de sensor 2 10253 stats (rx_timestamp=2050835000, rssi=-107, snr=-2.0, sfrx=7, sftx=7, tx_trials=0, tx_power=14, tx_time_on_air=129, tx_counter=3965, tx_frequency=868000000)
17/7/2020 2:57:17 msg Hay buena cobertura de sensor 2 10254 stats (rx_timestamp=2053704014, rssi=-107, snr=-1.0, sfrx=7, sftx=7, tx_trials=0, tx_power=14, tx_time_on_air=129, tx_counter=3966, tx_frequency=868000000)
17/7/2020 2:57:20 msg Hay buena cobertura de sensor 2 10255 stats (rx_timestamp=2056398062, rssi=-108, snr=-2.0, sfrx=7, sftx=7, tx_trials=0, tx_power=14, tx_time_on_air=124, tx_counter=3967, tx_frequency=868000000)
17/7/2020 2:57:22 msg Hay buena cobertura de sensor 2 10256 stats (rx_timestamp=2059109071, rssi=-107, snr=-3.0, sfrx=7, sftx=7, tx_trials=0, tx_power=14, tx_time_on_air=124, tx_counter=3968, tx_frequency=868000000)
17/7/2020 2:57:25 msg Hay buena cobertura de sensor 2 10257 stats (rx_timestamp=2061813046, rssi=-109, snr=-4.0, sfrx=7, sftx=7, tx_trials=0, tx_power=14, tx_time_on_air=129, tx_counter=3969, tx_frequency=868000000)
17/7/2020 2:57:36 msg Hay buena cobertura de sensor 2 10261 stats (rx_timestamp=2073010075, rssi=-108, snr=-2.0, sfrx=7, sftx=7, tx_trials=0, tx_power=14, tx_time_on_air=124, tx_counter=3974, tx_frequency=868000000)
17/7/2020 2:57:39 msg Hay buena cobertura de sensor 2 10262 stats (rx_timestamp=2075703083, rssi=-107, snr=-1.0, sfrx=7, sftx=7, tx_trials=0, tx_power=14, tx_time_on_air=124, tx_counter=3975, tx_frequency=868000000)
17/7/2020 2:57:41 msg Hay buena cobertura de sensor 2 10263 stats (rx_timestamp=2078408133, rssi=-108, snr=-2.0, sfrx=7, sftx=7, tx_trials=0, tx_power=14, tx_time_on_air=124, tx_counter=3976, tx_frequency=868000000)
17/7/2020 2:57:44 msg Hay buena cobertura de sensor 2 10264 stats (rx_timestamp=2081272102, rssi=-107, snr=-3.0, sfrx=7, sftx=7, tx_trials=0, tx_power=14, tx_time_on_air=129, tx_counter=3977, tx_frequency=868000000)
17/7/2020 2:57:47 msg Hay buena cobertura de sensor 2 10265 stats (rx_timestamp=2083959151, rssi=-107, snr=-1.0, sfrx=7, sftx=7, tx_trials=0, tx_power=14, tx_time_on_air=129, tx_counter=3978, tx_frequency=868000000)
17/7/2020 2:57:49 msg Hay buena cobertura de sensor 2 10266 stats (rx_timestamp=2086394157, rssi=-107, snr=-3.0, sfrx=7, sftx=7, tx_trials=0, tx_power=14, tx_time_on_air=124, tx_counter=3979, tx_frequency=868000000)
17/7/2020 2:57:52 msg Hay buena cobertura de sensor 2 10267 stats (rx_timestamp=2089076122, rssi=-106, snr=-3.0, sfrx=7, sftx=7, tx_trials=0, tx_power=14, tx_time_on_air=129, tx_counter=3980, tx_frequency=868000000)
17/7/2020 2:57:55 msg Hay buena cobertura de sensor 2 10268 stats (rx_timestamp=2091924092, rssi=-109, snr=-3.0, sfrx=7, sftx=7, tx_trials=0, tx_power=14, tx_time_on_air=129, tx_counter=3981, tx_frequency=868000000)
17/7/2020 2:57:58 msg Hay buena cobertura de sensor 2 10269 stats (rx_timestamp=2094612178, rssi=-107, snr=-2.0, sfrx=7, sftx=7, tx_trials=0, tx_power=14, tx_time_on_air=124, tx_counter=3982, tx_frequency=868000000)
17/7/2020 2:58:0 msg Hay buena cobertura de sensor 2 10270 stats (rx_timestamp=2097310149, rssi=-107, snr=-2.0, sfrx=7, sftx=7, tx_trials=0, tx_power=14, tx_time_on_air=129, tx_counter=3983, tx_frequency=868000000)
17/7/2020 2:58:3 msg Hay buena cobertura de sensor 2 10271 stats (rx_timestamp=2100269202, rssi=-107, snr=-3.0, sfrx=7, sftx=7, tx_trials=0, tx_power=14, tx_time_on_air=129, tx_counter=3984, tx_frequency=868000000)
17/7/2020 2:58:6 msg Hay buena cobertura de sensor 2 10272 stats (rx_timestamp=2103230204, rssi=-109, snr=-5.0, sfrx=7, sftx=7, tx_trials=0, tx_power=14, tx_time_on_air=129, tx_counter=3985, tx_frequency=868000000)
17/7/2020 2:58:9 msg Hay buena cobertura de sensor 2 10273 stats (rx_timestamp=2106105213, rssi=-108, snr=-5.0, sfrx=7, sftx=7, tx_trials=0, tx_power=14, tx_time_on_air=129, tx_counter=3986, tx_frequency=868000000)
17/7/2020 2:58:12 msg Hay buena cobertura de sensor 2 10274 stats (rx_timestamp=2108813231, rssi=-107, snr=-5.0, sfrx=7, sftx=7, tx_trials=0, tx_power=14, tx_time_on_air=124, tx_counter=3987, tx_frequency=868000000)
17/7/2020 2:58:20 msg Hay buena cobertura de sensor 2 10275 stats (rx_timestamp=2117404259, rssi=-108, snr=-5.0, sfrx=7, sftx=7, tx_trials=0, tx_power=14, tx_time_on_air=129, tx_counter=3991, tx_frequency=868000000)
17/7/2020 2:58:23 msg Hay buena cobertura de sensor 2 10278 stats (rx_timestamp=2120066269, rssi=-109, snr=-5.0, sfrx=7, sftx=7, tx_trials=0, tx_power=14, tx_time_on_air=129, tx_counter=3992, tx_frequency=868000000)
17/7/2020 2:58:26 msg Hay buena cobertura de sensor 2 10279 stats (rx_timestamp=2122743275, rssi=-107, snr=-2.0, sfrx=7, sftx=7, tx_trials=0, tx_power=14, tx_time_on_air=124, tx_counter=3993, tx_frequency=868000000)
17/7/2020 2:58:28 msg Hay buena cobertura de sensor 2 10280 stats (rx_timestamp=2125419284, rssi=-109, snr=-5.0, sfrx=7, sftx=7, tx_trials=0, tx_power=14, tx_time_on_air=124, tx_counter=3994, tx_frequency=868000000)
17/7/2020 2:58:31 msg Hay buena cobertura de sensor 2 10281 stats (rx_timestamp=2128083286, rssi=-109, snr=-6.0, sfrx=7, sftx=7, tx_trials=0, tx_power=14, tx_time_on_air=129, tx_counter=3995, tx_frequency=868000000)
