dencia 822 stats (rx_timestamp=2351314732, rssi=-104, snr=5.0, sfrx=7, sftx=7, tx_trials=0, tx_power=14, tx_time_on_air=113, tx_counter=822, tx_frequency=868000000)
28/7/2020 9:32:18 msg Hello 10 30aea458f354 stats (rx_timestamp=2779961971, rssi=-108, snr=4.0, sfrx=7, sftx=7, tx_trials=0, tx_power=10, tx_time_on_air=83, tx_counter=927, tx_frequency=868000000)
28/7/2020 9:32:22 msg Hello 10 30aea458f354 stats (rx_timestamp=2783360968, rssi=-109, snr=4.0, sfrx=7, sftx=7, tx_trials=0, tx_power=10, tx_time_on_air=83, tx_counter=928, tx_frequency=868000000)
28/7/2020 9:32:25 msg Hello 11 30aea458f354 stats (rx_timestamp=2786935980, rssi=-106, snr=4.0, sfrx=7, sftx=7, tx_trials=0, tx_power=11, tx_time_on_air=83, tx_counter=929, tx_frequency=868000000)
28/7/2020 9:32:30 msg Hello 11 30aea458f354 stats (rx_timestamp=2790493985, rssi=-108, snr=4.0, sfrx=7, sftx=7, tx_trials=0, tx_power=11, tx_time_on_air=83, tx_counter=930, tx_frequency=868000000)
28/7/2020 9:32:33 msg Hello 11 30aea458f354 stats (rx_timestamp=2793867988, rssi=-108, snr=5.0, sfrx=7, sftx=7, tx_trials=0, tx_power=11, tx_time_on_air=83, tx_counter=931, tx_frequency=868000000)
28/7/2020 9:32:36 msg Hello 11 30aea458f354 stats (rx_timestamp=2797249997, rssi=-105, snr=5.0, sfrx=7, sftx=7, tx_trials=0, tx_power=11, tx_time_on_air=83, tx_counter=932, tx_frequency=868000000)
28/7/2020 9:32:39 msg Hello 12 30aea458f354 stats (rx_timestamp=2800624999, rssi=-108, snr=5.0, sfrx=7, sftx=7, tx_trials=0, tx_power=12, tx_time_on_air=83, tx_counter=933, tx_frequency=868000000)
28/7/2020 9:32:42 msg Hello 12 30aea458f354 stats (rx_timestamp=2803990002, rssi=-106, snr=5.0, sfrx=7, sftx=7, tx_trials=0, tx_power=12, tx_time_on_air=83, tx_counter=934, tx_frequency=868000000)
28/7/2020 9:32:46 msg Hello 12 30aea458f354 stats (rx_timestamp=2807368007, rssi=-106, snr=5.0, sfrx=7, sftx=7, tx_trials=0, tx_power=12, tx_time_on_air=83, tx_counter=935, tx_frequency=868000000)
28/7/2020 9:32:50 msg Hello 12 30aea458f354 stats (rx_timestamp=2810748006, rssi=-105, snr=6.0, sfrx=7, sftx=7, tx_trials=0, tx_power=12, tx_time_on_air=83, tx_counter=936, tx_frequency=868000000)
28/7/2020 9:32:54 msg Hello 13 30aea458f354 stats (rx_timestamp=2814287013, rssi=-104, snr=5.0, sfrx=7, sftx=7, tx_trials=0, tx_power=13, tx_time_on_air=83, tx_counter=937, tx_frequency=868000000)
28/7/2020 9:32:56 msg Hello 13 30aea458f354 stats (rx_timestamp=2817641018, rssi=-106, snr=5.0, sfrx=7, sftx=7, tx_trials=0, tx_power=13, tx_time_on_air=83, tx_counter=938, tx_frequency=868000000)
28/7/2020 9:33:0 msg Hello 13 30aea458f354 stats (rx_timestamp=2821009022, rssi=-105, snr=5.0, sfrx=7, sftx=7, tx_trials=0, tx_power=13, tx_time_on_air=83, tx_counter=939, tx_frequency=868000000)
28/7/2020 9:33:4 msg Hello 13 30aea458f354 stats (rx_timestamp=2824342446, rssi=-114, snr=-0.0, sfrx=7, sftx=7, tx_trials=0, tx_power=13, tx_time_on_air=83, tx_counter=940, tx_frequency=868000000)
28/7/2020 9:33:5 msg Discover end 2 2 stats (rx_timestamp=2826975471, rssi=-115, snr=-1.0, sfrx=7, sftx=7, tx_trials=0, tx_power=13, tx_time_on_air=83, tx_counter=941, tx_frequency=868000000)
28/7/2020 9:33:8 msg Discover end 2 2 stats (rx_timestamp=2829464456, rssi=-115, snr=-1.0, sfrx=7, sftx=7, tx_trials=0, tx_power=13, tx_time_on_air=78, tx_counter=942, tx_frequency=868000000)
28/7/2020 9:33:11 msg Discover end 2 2 stats (rx_timestamp=2832061457, rssi=-114, snr=0.0, sfrx=7, sftx=7, tx_trials=0, tx_power=13, tx_time_on_air=78, tx_counter=943, tx_frequency=868000000)
28/7/2020 9:33:12 msg Discover end 2 2 stats (rx_timestamp=2832061457, rssi=-114, snr=0.0, sfrx=7, sftx=7, tx_trials=0, tx_power=13, tx_time_on_air=78, tx_counter=944, tx_frequency=868000000)
28/7/2020 9:33:18 msg Discover end 2 2 stats (rx_timestamp=2839451458, rssi=-114, snr=-0.0, sfrx=7, sftx=7, tx_trials=0, tx_power=13, tx_time_on_air=78, tx_counter=945, tx_frequency=868000000)
28/7/2020 9:33:20 msg Discover end 2 2 stats (rx_timestamp=2839451458, rssi=-114, snr=-0.0, sfrx=7, sftx=7, tx_trials=0, tx_power=13, tx_time_on_air=78, tx_counter=946, tx_frequency=868000000)
28/7/2020 9:34:18 msg Info 30aea458f354 30aea474cbcc 150 52 52 30 51 0 1 stats (rx_timestamp=2899643524, rssi=-115, snr=-1.0, sfrx=7, sftx=7, tx_trials=0, tx_power=13, tx_time_on_air=78, tx_counter=947, tx_frequency=868000000)
28/7/2020 9:34:22 msg Info 30aea458f354 30aea474cbcc 150 52 52 30 51 0 1 stats (rx_timestamp=2899643524, rssi=-115, snr=-1.0, sfrx=7, sftx=7, tx_trials=0, tx_power=13, tx_time_on_air=129, tx_counter=948, tx_frequency=868000000)
28/7/2020 9:34:26 msg Info 30aea458f354 30aea474cbcc 150 52 52 30 51 0 1 stats (rx_timestamp=2899643524, rssi=-115, snr=-1.0, sfrx=7, sftx=7, tx_trials=0, tx_power=13, tx_time_on_air=129, tx_counter=949, tx_frequency=868000000)
28/7/2020 9:34:29 msg Info 30aea458f354 30aea458f354 150 52 52 30 51 0 1 stats (rx_timestamp=2909035738, rssi=-105, snr=4.0, sfrx=7, sftx=7, tx_trials=0, tx_power=12, tx_time_on_air=129, tx_counter=950, tx_frequency=868000000)
28/7/2020 9:40:8 msg Info 30aea458f354 30aea474cbcc 150 50 52 30 50 0 1 stats (rx_timestamp=3249337096, rssi=-106, snr=3.0, sfrx=7, sftx=7, tx_trials=0, tx_power=12, tx_time_on_air=129, tx_counter=951, tx_frequency=868000000)
28/7/2020 9:46:24 msg Info 30aea458f354 30aea474cbcc 150 50 47 30 47 0 1 stats (rx_timestamp=3625686369, rssi=-108, snr=3.0, sfrx=7, sftx=7, tx_trials=0, tx_power=12, tx_time_on_air=129, tx_counter=952, tx_frequency=868000000)
28/7/2020 9:46:28 msg Info 30aea458f354 30aea474cbcc 150 50 47 30 47 0 1 stats (rx_timestamp=3625686369, rssi=-108, snr=3.0, sfrx=7, sftx=7, tx_trials=0, tx_power=12, tx_time_on_air=124, tx_counter=953, tx_frequency=868000000)
28/7/2020 9:46:32 msg Info 30aea458f354 30aea458f354 150 50 47 30 47 0 1 stats (rx_timestamp=3625686369, rssi=-108, snr=3.0, sfrx=7, sftx=7, tx_trials=0, tx_power=12, tx_time_on_air=124, tx_counter=954, tx_frequency=868000000)
28/7/2020 9:46:35 msg Info 30aea458f354 30aea458f354 150 50 47 30 47 0 1 stats (rx_timestamp=3634944583, rssi=-105, snr=4.0, sfrx=7, sftx=7, tx_trials=0, tx_power=12, tx_time_on_air=129, tx_counter=955, tx_frequency=868000000)
28/7/2020 9:54:0 msg Info 30aea458f354 30aea474cbcc 150 51 48 30 48 0 1 stats (rx_timestamp=4081491914, rssi=-100, snr=5.0, sfrx=7, sftx=7, tx_trials=0, tx_power=12, tx_time_on_air=129, tx_counter=956, tx_frequency=868000000)
28/7/2020 9:54:4 msg Info 30aea458f354 30aea474cbcc 150 51 48 30 48 0 1 stats (rx_timestamp=4085129903, rssi=-101, snr=6.0, sfrx=7, sftx=7, tx_trials=0, tx_power=12, tx_time_on_air=129, tx_counter=957, tx_frequency=868000000)
28/7/2020 9:59:23 msg Info 30aea458f354 30aea474cbcc 150 48 47 30 50 0 1 stats (rx_timestamp=109256793, rssi=-96, snr=7.0, sfrx=7, sftx=7, tx_trials=0, tx_power=12, tx_time_on_air=129, tx_counter=958, tx_frequency=868000000)
28/7/2020 9:59:26 msg Info 30aea458f354 30aea474cbcc 150 48 47 30 50 0 1 stats (rx_timestamp=112904791, rssi=-96, snr=6.0, sfrx=7, sftx=7, tx_trials=0, tx_power=12, tx_time_on_air=129, tx_counter=959, tx_frequency=868000000)
28/7/2020 10:4:48 msg Info 30aea458f354 30aea474cbcc 150 49 48 30 51 0 1 stats (rx_timestamp=434818116, rssi=-113, snr=-1.0, sfrx=7, sftx=7, tx_trials=0, tx_power=12, tx_time_on_air=129, tx_counter=960, tx_frequency=868000000)
28/7/2020 10:4:52 msg Info 30aea458f354 30aea474cbcc 150 49 48 30 51 0 1 stats (rx_timestamp=434818116, rssi=-113, snr=-1.0, sfrx=7, sftx=7, tx_trials=0, tx_power=12, tx_time_on_air=129, tx_counter=961, tx_frequency=868000000)
28/7/2020 10:4:56 msg Info 30aea458f354 30aea474cbcc 150 49 48 30 51 0 1 stats (rx_timestamp=434818116, rssi=-113, snr=-1.0, sfrx=7, sftx=7, tx_trials=0, tx_power=12, tx_time_on_air=129, tx_counter=962, tx_frequency=868000000)
28/7/2020 10:5:0 msg Info 30aea458f354 30aea458f354 150 49 48 30 51 0 1 stats (rx_timestamp=446575017, rssi=-103, snr=5.0, sfrx=7, sftx=7, tx_trials=0, tx_power=12, tx_time_on_air=129, tx_counter=963, tx_frequency=868000000)
28/7/2020 10:10:34 msg Info 30aea458f354 30aea474cbcc 150 47 47 30 47 0 1 stats (rx_timestamp=780615953, rssi=-111, snr=1.0, sfrx=7, sftx=7, tx_trials=0, tx_power=12, tx_time_on_air=129, tx_counter=964, tx_frequency=868000000)
28/7/2020 10:10:38 msg Info 30aea458f354 30aea474cbcc 150 47 47 30 47 0 1 stats (rx_timestamp=780615953, rssi=-111, snr=1.0, sfrx=7, sftx=7, tx_trials=0, tx_power=12, tx_time_on_air=129, tx_counter=965, tx_frequency=868000000)
28/7/2020 10:10:42 msg Info 30aea458f354 30aea458f354 150 47 47 30 47 0 1 stats (rx_timestamp=780615953, rssi=-111, snr=1.0, sfrx=7, sftx=7, tx_trials=0, tx_power=12, tx_time_on_air=129, tx_counter=966, tx_frequency=868000000)
28/7/2020 10:10:46 msg Info 30aea458f354 30aea458f354 150 47 47 30 47 0 1 stats (rx_timestamp=792429589, rssi=-103, snr=5.0, sfrx=7, sftx=7, tx_trials=0, tx_power=12, tx_time_on_air=129, tx_counter=967, tx_frequency=868000000)
28/7/2020 10:16:20 msg Info 30aea458f354 30aea474cbcc 150 50 48 30 52 0 1 stats (rx_timestamp=1126819733, rssi=-111, snr=-0.0, sfrx=7, sftx=7, tx_trials=0, tx_power=12, tx_time_on_air=129, tx_counter=968, tx_frequency=868000000)
28/7/2020 10:16:24 msg Info 30aea458f354 30aea474cbcc 150 50 48 30 52 0 1 stats (rx_timestamp=1126819733, rssi=-111, snr=-0.0, sfrx=7, sftx=7, tx_trials=0, tx_power=12, tx_time_on_air=129, tx_counter=969, tx_frequency=868000000)
28/7/2020 10:16:28 msg Info 30aea458f354 30aea474cbcc 150 50 48 30 52 0 1 stats (rx_timestamp=1126819733, rssi=-111, snr=-0.0, sfrx=7, sftx=7, tx_trials=0, tx_power=12, tx_time_on_air=129, tx_counter=970, tx_frequency=868000000)
28/7/2020 10:16:32 msg Info 30aea458f354 30aea458f354 150 50 48 30 52 0 1 stats (rx_timestamp=1138467174, rssi=-104, snr=5.0, sfrx=7, sftx=7, tx_trials=0, tx_power=12, tx_time_on_air=129, tx_counter=971, tx_frequency=868000000)
28/7/2020 10:22:6 msg Info 30aea458f354 30aea474cbcc 150 52 47 30 50 0 1 stats (rx_timestamp=1472971651, rssi=-111, snr=0.0, sfrx=7, sftx=7, tx_trials=0, tx_power=12, tx_time_on_air=129, tx_counter=972, tx_frequency=868000000)
28/7/2020 10:22:10 msg Info 30aea458f354 30aea474cbcc 150 52 47 30 50 0 1 stats (rx_timestamp=1472971651, rssi=-111, snr=0.0, sfrx=7, sftx=7, tx_trials=0, tx_power=12, tx_time_on_air=129, tx_counter=973, tx_frequency=868000000)
28/7/2020 10:22:14 msg Info 30aea458f354 30aea458f354 150 52 47 30 50 0 1 stats (rx_timestamp=1472971651, rssi=-111, snr=0.0, sfrx=7, sftx=7, tx_trials=0, tx_power=12, tx_time_on_air=129, tx_counter=974, tx_frequency=868000000)
28/7/2020 10:22:18 msg Info 30aea458f354 30aea458f354 150 52 47 30 50 0 1 stats (rx_timestamp=1484549787, rssi=-104, snr=4.0, sfrx=7, sftx=7, tx_trials=0, tx_power=12, tx_time_on_air=129, tx_counter=975, tx_frequency=868000000)
28/7/2020 10:27:52 msg Info 30aea458f354 30aea474cbcc 150 51 47 30 50 0 1 stats (rx_timestamp=1819023537, rssi=-110, snr=-0.0, sfrx=7, sftx=7, tx_trials=0, tx_power=12, tx_time_on_air=129, tx_counter=976, tx_frequency=868000000)
28/7/2020 10:27:56 msg Info 30aea458f354 30aea474cbcc 150 51 47 30 50 0 1 stats (rx_timestamp=1819023537, rssi=-110, snr=-0.0, sfrx=7, sftx=7, tx_trials=0, tx_power=12, tx_time_on_air=129, tx_counter=977, tx_frequency=868000000)
28/7/2020 10:28:0 msg Info 30aea458f354 30aea474cbcc 150 51 47 30 50 0 1 stats (rx_timestamp=1819023537, rssi=-110, snr=-0.0, sfrx=7, sftx=7, tx_trials=0, tx_power=12, tx_time_on_air=129, tx_counter=978, tx_frequency=868000000)
28/7/2020 10:33:28 msg Info 30aea458f354 30aea474cbcc 150 47 52 30 50 0 1 stats (rx_timestamp=2154149374, rssi=-109, snr=1.0, sfrx=7, sftx=7, tx_trials=0, tx_power=12, tx_time_on_air=129, tx_counter=979, tx_frequency=868000000)
28/7/2020 10:33:31 msg Info 30aea458f354 30aea474cbcc 150 47 52 30 50 0 1 stats (rx_timestamp=2154149374, rssi=-109, snr=1.0, sfrx=7, sftx=7, tx_trials=0, tx_power=12, tx_time_on_air=129, tx_counter=980, tx_frequency=868000000)
28/7/2020 10:33:35 msg Info 30aea458f354 30aea474cbcc 150 47 52 30 50 0 1 stats (rx_timestamp=2154149374, rssi=-109, snr=1.0, sfrx=7, sftx=7, tx_trials=0, tx_power=12, tx_time_on_air=129, tx_counter=981, tx_frequency=868000000)
28/7/2020 10:33:39 msg Info 30aea458f354 30aea458f354 150 47 52 30 50 0 1 stats (rx_timestamp=2165536407, rssi=-108, snr=3.0, sfrx=7, sftx=7, tx_trials=0, tx_power=12, tx_time_on_air=129, tx_counter=982, tx_frequency=868000000)
28/7/2020 10:39:14 msg Info 30aea458f354 30aea474cbcc 150 51 47 30 50 0 1 stats (rx_timestamp=2500280201, rssi=-111, snr=0.0, sfrx=7, sftx=7, tx_trials=0, tx_power=12, tx_time_on_air=129, tx_counter=983, tx_frequency=868000000)
28/7/2020 10:39:17 msg Info 30aea458f354 30aea474cbcc 150 51 47 30 50 0 1 stats (rx_timestamp=2500280201, rssi=-111, snr=0.0, sfrx=7, sftx=7, tx_trials=0, tx_power=12, tx_time_on_air=129, tx_counter=984, tx_frequency=868000000)
28/7/2020 10:39:21 msg Info 30aea458f354 30aea458f354 150 51 47 30 50 0 1 stats (rx_timestamp=2500280201, rssi=-111, snr=0.0, sfrx=7, sftx=7, tx_trials=0, tx_power=12, tx_time_on_air=129, tx_counter=985, tx_frequency=868000000)
28/7/2020 10:39:26 msg Info 30aea458f354 30aea458f354 150 51 47 30 50 0 1 stats (rx_timestamp=2512271610, rssi=-104, snr=4.0, sfrx=7, sftx=7, tx_trials=0, tx_power=12, tx_time_on_air=129, tx_counter=986, tx_frequency=868000000)
28/7/2020 10:45:0 msg Info 30aea458f354 30aea474cbcc 150 47 50 30 52 0 1 stats (rx_timestamp=2846618099, rssi=-109, snr=1.0, sfrx=7, sftx=7, tx_trials=0, tx_power=12, tx_time_on_air=129, tx_counter=987, tx_frequency=868000000)
28/7/2020 10:45:4 msg Info 30aea458f354 30aea474cbcc 150 47 50 30 52 0 1 stats (rx_timestamp=2846618099, rssi=-109, snr=1.0, sfrx=7, sftx=7, tx_trials=0, tx_power=12, tx_time_on_air=129, tx_counter=988, tx_frequency=868000000)
28/7/2020 10:45:8 msg Info 30aea458f354 30aea474cbcc 150 47 50 30 52 0 1 stats (rx_timestamp=2846618099, rssi=-109, snr=1.0, sfrx=7, sftx=7, tx_trials=0, tx_power=12, tx_time_on_air=129, tx_counter=989, tx_frequency=868000000)
28/7/2020 10:45:12 msg Info 30aea458f354 30aea458f354 150 47 50 30 52 0 1 stats (rx_timestamp=2858445144, rssi=-105, snr=5.0, sfrx=7, sftx=7, tx_trials=0, tx_power=12, tx_time_on_air=129, tx_counter=990, tx_frequency=868000000)
28/7/2020 10:50:46 msg Info 30aea458f354 30aea474cbcc 150 51 48 30 49 0 1 stats (rx_timestamp=3192988002, rssi=-109, snr=1.0, sfrx=7, sftx=7, tx_trials=0, tx_power=12, tx_time_on_air=129, tx_counter=991, tx_frequency=868000000)
28/7/2020 10:50:50 msg Info 30aea458f354 30aea474cbcc 150 51 48 30 49 0 1 stats (rx_timestamp=3192988002, rssi=-109, snr=1.0, sfrx=7, sftx=7, tx_trials=0, tx_power=12, tx_time_on_air=129, tx_counter=992, tx_frequency=868000000)
28/7/2020 10:50:54 msg Info 30aea458f354 30aea458f354 150 51 48 30 49 0 1 stats (rx_timestamp=3192988002, rssi=-109, snr=1.0, sfrx=7, sftx=7, tx_trials=0, tx_power=12, tx_time_on_air=129, tx_counter=993, tx_frequency=868000000)
28/7/2020 10:50:58 msg Info 30aea458f354 30aea458f354 150 51 48 30 49 0 1 stats (rx_timestamp=3204807933, rssi=-106, snr=4.0, sfrx=7, sftx=7, tx_trials=0, tx_power=12, tx_time_on_air=124, tx_counter=994, tx_frequency=868000000)
28/7/2020 10:56:33 msg Info 30aea458f354 30aea474cbcc 150 48 47 30 50 0 1 stats (rx_timestamp=3539204704, rssi=-106, snr=3.0, sfrx=7, sftx=7, tx_trials=0, tx_power=12, tx_time_on_air=124, tx_counter=995, tx_frequency=868000000)
28/7/2020 10:56:36 msg Info 30aea458f354 30aea474cbcc 150 48 47 30 50 0 1 stats (rx_timestamp=3539204704, rssi=-106, snr=3.0, sfrx=7, sftx=7, tx_trials=0, tx_power=12, tx_time_on_air=129, tx_counter=996, tx_frequency=868000000)
28/7/2020 10:56:40 msg Info 30aea458f354 30aea474cbcc 150 48 47 30 50 0 1 stats (rx_timestamp=3539204704, rssi=-106, snr=3.0, sfrx=7, sftx=7, tx_trials=0, tx_power=12, tx_time_on_air=129, tx_counter=997, tx_frequency=868000000)
28/7/2020 10:56:45 msg Info 30aea458f354 30aea458f354 150 48 47 30 50 0 1 stats (rx_timestamp=3550977691, rssi=-104, snr=5.0, sfrx=7, sftx=7, tx_trials=0, tx_power=12, tx_time_on_air=129, tx_counter=998, tx_frequency=868000000)
28/7/2020 11:2:19 msg Info 30aea458f354 30aea474cbcc 150 51 52 30 49 0 1 stats (rx_timestamp=3885594025, rssi=-109, snr=2.0, sfrx=7, sftx=7, tx_trials=0, tx_power=12, tx_time_on_air=124, tx_counter=999, tx_frequency=868000000)
28/7/2020 11:2:23 msg Info 30aea458f354 30aea474cbcc 150 51 52 30 49 0 1 stats (rx_timestamp=3885594025, rssi=-109, snr=2.0, sfrx=7, sftx=7, tx_trials=0, tx_power=12, tx_time_on_air=129, tx_counter=1000, tx_frequency=868000000)
28/7/2020 11:2:27 msg Info 30aea458f354 30aea458f354 150 51 52 30 49 0 1 stats (rx_timestamp=3885594025, rssi=-109, snr=2.0, sfrx=7, sftx=7, tx_trials=0, tx_power=12, tx_time_on_air=129, tx_counter=1001, tx_frequency=868000000)
28/7/2020 11:2:31 msg Info 30aea458f354 30aea458f354 150 51 52 30 49 0 1 stats (rx_timestamp=3897253363, rssi=-105, snr=5.0, sfrx=7, sftx=7, tx_trials=0, tx_power=12, tx_time_on_air=129, tx_counter=1002, tx_frequency=868000000)
28/7/2020 11:8:5 msg Info 30aea458f354 30aea474cbcc 150 52 47 30 50 0 1 stats (rx_timestamp=4231797513, rssi=-110, snr=1.0, sfrx=7, sftx=7, tx_trials=0, tx_power=12, tx_time_on_air=129, tx_counter=1003, tx_frequency=868000000)
28/7/2020 11:8:9 msg Info 30aea458f354 30aea474cbcc 150 52 47 30 50 0 1 stats (rx_timestamp=4231797513, rssi=-110, snr=1.0, sfrx=7, sftx=7, tx_trials=0, tx_power=12, tx_time_on_air=129, tx_counter=1004, tx_frequency=868000000)
28/7/2020 11:8:13 msg Info 30aea458f354 30aea474cbcc 150 52 47 30 50 0 1 stats (rx_timestamp=4231797513, rssi=-110, snr=1.0, sfrx=7, sftx=7, tx_trials=0, tx_power=12, tx_time_on_air=129, tx_counter=1005, tx_frequency=868000000)
28/7/2020 11:8:17 msg Info 30aea458f354 30aea458f354 150 52 47 30 50 0 1 stats (rx_timestamp=4243637287, rssi=-104, snr=5.0, sfrx=7, sftx=7, tx_trials=0, tx_power=12, tx_time_on_air=129, tx_counter=1006, tx_frequency=868000000)
------------------------
