in s,C1 in V
-1.98706E+01,4.63725E+00
-1.98701E+01,4.63878E+00
-1.98696E+01,4.63420E+00
-1.98691E+01,4.63252E+00
-1.98686E+01,4.62230E+00
-1.98680E+01,4.63008E+00
-1.98675E+01,4.63496E+00
-1.98670E+01,4.63252E+00
-1.98665E+01,4.64015E+00
-1.98660E+01,4.62093E+00
-1.98655E+01,4.62398E+00
-1.98650E+01,4.63420E+00
-1.98645E+01,4.63588E+00
-1.98640E+01,4.63527E+00
-1.98635E+01,4.63023E+00
-1.98630E+01,4.62093E+00
-1.98625E+01,4.62932E+00
-1.98620E+01,4.63634E+00
-1.98615E+01,4.63130E+00
-1.98610E+01,4.64275E+00
-1.98605E+01,4.62489E+00
-1.98600E+01,4.62566E+00
-1.98595E+01,4.63344E+00
-1.98590E+01,4.63802E+00
-1.98585E+01,4.63451E+00
-1.98580E+01,4.63771E+00
-1.98575E+01,4.62138E+00
-1.98570E+01,4.62993E+00
-1.98565E+01,4.63893E+00
-1.98560E+01,4.63481E+00
-1.98554E+01,4.64061E+00
-1.98549E+01,4.62413E+00
-1.98544E+01,4.62703E+00
-1.98539E+01,4.63603E+00
-1.98534E+01,4.63985E+00
-1.98529E+01,4.63496E+00
-1.98524E+01,4.63954E+00
-1.98519E+01,4.62001E+00
-1.98514E+01,4.62871E+00
-1.98509E+01,4.63847E+00
-1.98504E+01,4.63664E+00
-1.98499E+01,4.64076E+00
-1.98494E+01,4.62810E+00
-1.98489E+01,4.62642E+00
-1.98484E+01,4.63496E+00
-1.98479E+01,4.63939E+00
-1.98474E+01,4.63435E+00
-1.98469E+01,4.64198E+00
-1.98464E+01,4.62413E+00
-1.98459E+01,4.62840E+00
-1.98454E+01,4.63786E+00
-1.98449E+01,4.63817E+00
-1.98444E+01,4.64198E+00
-1.98439E+01,4.62581E+00
-1.98434E+01,4.62596E+00
-1.98428E+01,4.63680E+00
-1.98423E+01,4.64305E+00
-1.98418E+01,4.63405E+00
-1.98413E+01,4.64397E+00
-1.98408E+01,4.62428E+00
-1.98403E+01,4.63222E+00
-1.98398E+01,4.63710E+00
-1.98393E+01,4.63954E+00
-1.98388E+01,4.63985E+00
-1.98383E+01,4.63542E+00
-1.98378E+01,4.62321E+00
-1.98373E+01,4.63588E+00
-1.98368E+01,4.64168E+00
-1.98363E+01,4.63710E+00
-1.98358E+01,4.64259E+00
-1.98353E+01,4.62520E+00
-1.98348E+01,4.62688E+00
-1.98343E+01,4.63756E+00
-1.98338E+01,4.63695E+00
-1.98333E+01,4.63954E+00
-1.98328E+01,4.63329E+00
-1.98323E+01,4.62703E+00
-1.98318E+01,4.63191E+00
-1.98313E+01,4.64320E+00
-1.98308E+01,4.63771E+00
-1.98302E+01,4.64610E+00
-1.98297E+01,4.62138E+00
-1.98292E+01,4.62932E+00
-1.98287E+01,4.63664E+00
-1.98282E+01,4.64046E+00
-1.98277E+01,4.63252E+00
-1.98272E+01,4.63985E+00
-1.98267E+01,4.62474E+00
-1.98262E+01,4.63405E+00
-1.98257E+01,4.63756E+00
-1.98252E+01,4.63817E+00
-1.98247E+01,4.64381E+00
-1.98242E+01,4.62718E+00
-1.98237E+01,4.62489E+00
