0,51,22,21,1,0,21,23,0,868.1,SF7BW125,-71,6,3736241428,04,12,2019,09:05:41
1,51,22,22,1,25,21,24,0,868.1,SF7BW125,-71,7,54873332,04,12,2019,09:15:55
2,50,23,22,1,24,22,24,0,868.1,SF7BW125,-71,7,668471885,04,12,2019,09:26:08
3,50,23,22,1,24,22,25,0,868.1,SF7BW125,-69,6,1282074574,04,12,2019,09:36:22
4,50,23,23,1,24,22,25,0,868.1,SF7BW125,-74,6,1895690324,04,12,2019,09:46:36
5,49,23,23,1,24,22,25,0,868.1,SF7BW125,-72,6,2509483111,04,12,2019,09:56:49
6,49,24,23,1,24,23,25,0,868.1,SF7BW125,-68,6,3123099977,04,12,2019,10:07:03
7,49,24,23,1,24,23,26,0,868.1,SF7BW125,-71,6,3736710910,04,12,2019,10:17:17
8,49,24,23,1,24,23,26,0,868.1,SF7BW125,-72,7,55334597,04,12,2019,10:27:30
9,49,24,23,1,24,23,26,0,868.1,SF7BW125,-69,6,668943609,04,12,2019,10:37:44
10,48,24,24,1,24,23,26,0,868.1,SF7BW125,-67,6,1282531638,04,12,2019,10:47:57
11,48,24,24,1,24,23,26,0,868.1,SF7BW125,-67,6,1896309721,04,12,2019,10:58:11
12,49,24,24,1,24,24,26,0,868.1,SF7BW125,-66,6,2509915829,04,12,2019,11:08:25
13,48,25,24,1,24,24,26,0,868.1,SF7BW125,-67,6,3123523942,04,12,2019,11:18:38
14,48,25,24,1,24,24,26,0,868.1,SF7BW125,-68,6,3737141074,04,12,2019,11:28:52
15,48,25,24,1,24,24,27,0,868.1,SF7BW125,-67,6,55792942,04,12,2019,11:39:06
16,48,25,24,1,255,24,27,0,868.1,SF7BW125,-66,6,669598136,04,12,2019,11:49:19
17,48,25,24,1,255,24,27,0,868.1,SF7BW125,-65,6,1283229313,04,12,2019,11:59:33
18,49,25,24,1,255,24,26,0,868.1,SF7BW125,-67,6,1897014493,04,12,2019,12:09:47
19,50,24,24,1,255,24,26,0,868.1,SF7BW125,-69,6,2510648586,04,12,2019,12:20:01
20,50,24,24,1,255,23,26,0,868.1,SF7BW125,-69,6,3124290610,04,12,2019,12:30:14
21,51,24,23,1,255,23,26,0,868.1,SF7BW125,-80,6,3737927594,04,12,2019,12:40:28
22,52,24,23,1,255,23,26,0,868.1,SF7BW125,-70,7,56756218,04,12,2019,12:50:42
23,51,23,23,1,255,23,25,0,868.1,SF7BW125,-70,6,670384101,04,12,2019,13:00:55
24,52,23,23,1,255,23,25,0,868.1,SF7BW125,-68,5,1284039959,04,12,2019,13:11:09
25,52,23,23,1,255,23,25,0,868.1,SF7BW125,-72,6,1897866803,04,12,2019,13:21:23
26,52,23,23,1,255,22,25,0,868.1,SF7BW125,-74,6,2511498617,04,12,2019,13:31:36
27,52,23,23,1,255,22,25,0,868.1,SF7BW125,-72,6,3125307408,04,12,2019,13:41:50
28,52,23,23,1,255,22,25,0,868.1,SF7BW125,-85,6,3738942192,04,12,2019,13:52:04
29,52,23,23,1,255,22,25,0,868.1,SF7BW125,-77,6,57602658,04,12,2019,14:02:17
30,52,23,23,1,255,22,25,0,868.1,SF7BW125,-78,6,671204408,04,12,2019,14:12:31
31,53,23,23,1,255,22,25,0,868.1,SF7BW125,-75,6,1284803160,04,12,2019,14:22:45
32,53,23,23,1,255,22,25,0,868.1,SF7BW125,-75,6,1898414910,04,12,2019,14:32:58
33,53,23,22,1,255,22,25,0,868.1,SF7BW125,-75,6,2512188610,04,12,2019,14:43:12
34,53,23,22,1,255,22,25,0,868.1,SF7BW125,-71,7,3125802276,04,12,2019,14:53:26
35,53,23,22,1,255,22,25,0,868.1,SF7BW125,-77,7,3739411890,04,12,2019,15:03:39
36,53,23,22,1,255,22,25,0,868.1,SF7BW125,-71,6,58054176,04,12,2019,15:13:53
37,53,22,22,1,255,22,24,0,868.1,SF7BW125,-76,6,671668782,04,12,2019,15:24:06
38,53,22,22,1,255,22,24,0,868.1,SF7BW125,-72,7,1285454368,04,12,2019,15:34:20
39,53,22,22,1,255,22,24,0,868.1,SF7BW125,-72,6,1899088929,04,12,2019,15:44:34
40,52,22,22,1,255,22,24,0,868.1,SF7BW125,-71,7,2512878513,04,12,2019,15:54:48
41,53,22,22,1,255,22,24,0,868.1,SF7BW125,-71,6,3126497053,04,12,2019,16:05:01
43,53,22,22,1,255,22,24,0,868.1,SF7BW125,-71,6,58738688,04,12,2019,16:25:28
44,53,22,22,1,255,21,24,0,868.1,SF7BW125,-71,6,672514124,04,12,2019,16:35:42
45,53,22,22,1,255,21,24,0,868.1,SF7BW125,-71,6,1286136492,04,12,2019,16:45:56
47,53,22,22,1,255,21,24,0,868.1,SF7BW125,-70,6,2513366056,04,12,2019,17:06:23
48,54,22,21,1,255,21,24,0,868.1,SF7BW125,-72,6,3126977292,04,12,2019,17:16:37
49,53,22,21,1,255,21,24,0,868.1,SF7BW125,-70,6,3740760531,04,12,2019,17:26:50
50,53,22,21,1,255,21,24,0,868.1,SF7BW125,-71,6,59427483,04,12,2019,17:37:04
51,53,22,21,1,255,21,24,0,868.1,SF7BW125,-72,6,673058756,04,12,2019,17:47:18
52,53,22,21,1,255,21,24,0,868.1,SF7BW125,-72,6,1286693048,04,12,2019,17:57:31
53,53,22,21,1,255,21,24,0,868.1,SF7BW125,-72,6,1900340349,04,12,2019,18:07:45
