in s,C1 in V
-4.35478E+00,4.66075E+00
-4.35468E+00,4.66777E+00
-4.35458E+00,4.65846E+00
-4.35448E+00,4.66899E+00
-4.35438E+00,4.66930E+00
-4.35427E+00,4.66853E+00
-4.35417E+00,4.66731E+00
-4.35407E+00,4.66594E+00
-4.35397E+00,4.66426E+00
-4.35387E+00,4.66090E+00
-4.35377E+00,4.65068E+00
-4.35367E+00,4.66975E+00
-4.35357E+00,4.68440E+00
-4.35347E+00,4.68333E+00
-4.35337E+00,4.66792E+00
-4.35327E+00,4.65831E+00
-4.35317E+00,4.65465E+00
-4.35306E+00,4.65205E+00
-4.35296E+00,4.65327E+00
-4.35286E+00,4.65404E+00
-4.35276E+00,4.64915E+00
-4.35266E+00,4.65511E+00
-4.35256E+00,4.64580E+00
-4.35246E+00,4.65923E+00
-4.35236E+00,4.66197E+00
-4.35226E+00,4.66396E+00
-4.35216E+00,4.66655E+00
-4.35206E+00,4.66640E+00
-4.35196E+00,4.66716E+00
-4.35186E+00,4.66914E+00
-4.35175E+00,4.66167E+00
-4.35165E+00,4.66945E+00
-4.35155E+00,4.66624E+00
-4.35145E+00,4.66792E+00
-4.35135E+00,4.66701E+00
-4.35125E+00,4.66502E+00
-4.35115E+00,4.66136E+00
-4.35105E+00,4.65663E+00
-4.35095E+00,4.66502E+00
-4.35085E+00,4.68059E+00
-4.35075E+00,4.68288E+00
-4.35065E+00,4.67052E+00
-4.35054E+00,4.65175E+00
-4.35044E+00,4.65602E+00
-4.35034E+00,4.65388E+00
-4.35024E+00,4.65266E+00
-4.35014E+00,4.65236E+00
-4.35004E+00,4.65190E+00
-4.34994E+00,4.65388E+00
-4.34984E+00,4.65587E+00
-4.34974E+00,4.64946E+00
-4.34964E+00,4.65846E+00
-4.34954E+00,4.66014E+00
-4.34944E+00,4.66335E+00
-4.34934E+00,4.66487E+00
-4.34923E+00,4.66594E+00
-4.34913E+00,4.66792E+00
-4.34903E+00,4.66792E+00
-4.34893E+00,4.66899E+00
-4.34883E+00,4.66869E+00
-4.34873E+00,4.66319E+00
-4.34863E+00,4.66304E+00
-4.34853E+00,4.65663E+00
-4.34843E+00,4.65938E+00
-4.34833E+00,4.65648E+00
-4.34823E+00,4.65877E+00
-4.34813E+00,4.67250E+00
-4.34802E+00,4.68715E+00
-4.34792E+00,4.68105E+00
-4.34782E+00,4.66716E+00
-4.34772E+00,4.65236E+00
-4.34762E+00,4.65404E+00
-4.34752E+00,4.65434E+00
-4.34742E+00,4.65434E+00
-4.34732E+00,4.65587E+00
-4.34722E+00,4.65709E+00
-4.34712E+00,4.65739E+00
-4.34702E+00,4.65694E+00
-4.34692E+00,4.65984E+00
-4.34682E+00,4.65846E+00
-4.34671E+00,4.66106E+00
-4.34661E+00,4.65739E+00
-4.34651E+00,4.66212E+00
-4.34641E+00,4.66808E+00
-4.34631E+00,4.67067E+00
-4.34621E+00,4.67067E+00
-4.34611E+00,4.67113E+00
-4.34601E+00,4.66930E+00
-4.34591E+00,4.66975E+00
-4.34581E+00,4.66182E+00
-4.34571E+00,4.66121E+00
-4.34561E+00,4.65785E+00
-4.34550E+00,4.66075E+00
-4.34540E+00,4.67143E+00
-4.34530E+00,4.68578E+00
-4.34520E+00,4.68303E+00
-4.34510E+00,4.66899E+00
-4.34500E+00,4.65846E+00
-4.34490E+00,4.65511E+00
-4.34480E+00,4.64870E+00
-4.34470E+00,4.65266E+00
-4.34460E+00,4.64427E+00
-4.34450E+00,4.65312E+00
-4.34440E+00,4.65572E+00
-4.34430E+00,4.65663E+00
-4.34419E+00,4.65846E+00
-4.34409E+00,4.66090E+00
-4.34399E+00,4.66258E+00
-4.34389E+00,4.66441E+00
-4.34379E+00,4.65862E+00
-4.34369E+00,4.66762E+00
-4.34359E+00,4.66533E+00
-4.34349E+00,4.66838E+00
-4.34339E+00,4.66930E+00
-4.34329E+00,4.66884E+00
-4.34319E+00,4.66853E+00
-4.34309E+00,4.66655E+00
