in s,C2 in V
1.638156E+00,-1.43951E-02
1.638360E+00,-1.43951E-02
1.638564E+00,-1.48529E-02
1.638768E+00,-1.45477E-02
1.638972E+00,-1.40900E-02
1.639176E+00,-1.48529E-02
1.639380E+00,-1.45477E-02
1.639584E+00,-1.40900E-02
1.639788E+00,-1.33270E-02
1.639992E+00,-1.33270E-02
1.640196E+00,-1.48529E-02
1.640400E+00,-1.47003E-02
1.640604E+00,-1.42426E-02
1.640808E+00,-1.47003E-02
1.641012E+00,-1.39374E-02
1.641216E+00,-1.43951E-02
1.641420E+00,-1.37848E-02
1.641624E+00,-1.39374E-02
1.641828E+00,-1.34796E-02
1.642032E+00,-1.34796E-02
1.642236E+00,-1.43951E-02
1.642440E+00,-1.40900E-02
1.642644E+00,-1.50055E-02
1.642848E+00,-1.54633E-02
1.643052E+00,-1.56158E-02
1.643256E+00,-1.53107E-02
1.643460E+00,-1.54633E-02
1.643664E+00,-1.43951E-02
1.643868E+00,-1.50055E-02
1.644072E+00,-1.45477E-02
1.644276E+00,-1.43951E-02
1.644480E+00,-1.40900E-02
1.644684E+00,-1.36322E-02
1.644888E+00,-1.39374E-02
1.645092E+00,-1.39374E-02
1.645296E+00,-1.34796E-02
1.645500E+00,-1.36322E-02
1.645704E+00,-1.42426E-02
1.645908E+00,-1.48529E-02
1.646112E+00,-1.53107E-02
1.646316E+00,-1.56158E-02
1.646520E+00,-1.47003E-02
1.646724E+00,-1.43951E-02
1.646928E+00,-1.40900E-02
1.647132E+00,-1.42426E-02
1.647336E+00,-1.48529E-02
1.647540E+00,-1.48529E-02
1.647744E+00,-1.40900E-02
1.647948E+00,-1.36322E-02
1.648152E+00,-1.47003E-02
1.648356E+00,-1.37848E-02
1.648560E+00,-1.42426E-02
1.648764E+00,-1.34796E-02
1.648968E+00,-1.39374E-02
1.649172E+00,-1.43951E-02
1.649376E+00,-1.43951E-02
1.649580E+00,-1.53107E-02
1.649784E+00,-1.45477E-02
1.649988E+00,-1.47003E-02
1.650192E+00,-1.45477E-02
1.650396E+00,-1.40900E-02
1.650600E+00,-1.37848E-02
1.650804E+00,-1.40900E-02
1.651008E+00,-1.33270E-02
1.651212E+00,-1.28693E-02
1.651416E+00,-1.37848E-02
1.651620E+00,-1.40900E-02
1.651824E+00,-1.36322E-02
1.652028E+00,-1.27167E-02
1.652232E+00,-1.27167E-02
1.652436E+00,-1.39374E-02
1.652640E+00,-1.27167E-02
1.652844E+00,-1.27167E-02
1.653048E+00,-1.24115E-02
1.653252E+00,-1.24115E-02
1.653456E+00,-1.37848E-02
1.653660E+00,-1.36322E-02
1.653864E+00,-1.34796E-02
1.654068E+00,-1.36322E-02
1.654272E+00,-1.40900E-02
1.654476E+00,-1.43951E-02
1.654680E+00,-1.37848E-02
1.654884E+00,-1.34796E-02
1.655088E+00,-1.33270E-02
1.655292E+00,-1.42426E-02
1.655496E+00,-1.37848E-02
1.655700E+00,-1.34796E-02
1.655904E+00,-1.37848E-02
1.656108E+00,-1.54633E-02
1.656312E+00,-1.56158E-02
1.656516E+00,-1.53107E-02
1.656720E+00,-1.39374E-02
1.656924E+00,-1.48529E-02
1.657128E+00,-1.51581E-02
1.657332E+00,-1.59210E-02
1.657536E+00,-1.51581E-02
1.657740E+00,-1.47003E-02
1.657944E+00,-1.43951E-02
1.658148E+00,-1.47003E-02
1.658352E+00,-1.48529E-02
1.658556E+00,-1.51581E-02
1.658760E+00,-1.45477E-02
1.658964E+00,-1.43951E-02
1.659168E+00,-1.37848E-02
1.659372E+00,-1.43951E-02
1.659576E+00,-1.42426E-02
1.659780E+00,-1.39374E-02
1.659984E+00,-1.42426E-02
1.660188E+00,-1.50055E-02
1.660392E+00,-1.48529E-02
1.660596E+00,-1.54633E-02
1.660800E+00,-1.42426E-02
1.661004E+00,-1.40900E-02
1.661208E+00,-1.47003E-02
1.661412E+00,-1.40900E-02
1.661616E+00,-1.43951E-02
1.661820E+00,-1.45477E-02
1.662024E+00,-1.48529E-02
1.662228E+00,-1.42426E-02
1.662432E+00,-1.40900E-02
1.662636E+00,-1.36322E-02
1.662840E+00,-1.39374E-02
1.663044E+00,-1.43951E-02
1.663248E+00,-1.48529E-02
1.663452E+00,-1.42426E-02
1.663656E+00,-1.40900E-02
1.663860E+00,-1.36322E-02
1.664064E+00,-1.43951E-02
1.664268E+00,-1.33270E-02
1.664472E+00,-1.36322E-02
1.664676E+00,-1.36322E-02
1.664880E+00,-1.43951E-02
1.665084E+00,-1.37848E-02
1.665288E+00,-1.33270E-02
1.665492E+00,-1.36322E-02
1.665696E+00,-1.33270E-02
1.665900E+00,-1.30219E-02
1.666104E+00,-1.42426E-02
1.666308E+00,-1.37848E-02
1.666512E+00,-1.47003E-02
1.666716E+00,-1.37848E-02
1.666920E+00,-1.36322E-02
1.667124E+00,-1.34796E-02
1.667328E+00,-1.36322E-02
1.667532E+00,-1.36322E-02
1.667736E+00,-1.36322E-02
1.667940E+00,-1.37848E-02
1.668144E+00,-1.34796E-02
1.668348E+00,-1.36322E-02
1.668552E+00,-1.33270E-02
1.668756E+00,-1.40900E-02
1.668960E+00,-1.42426E-02
1.669164E+00,-1.57684E-02
1.669368E+00,-1.45477E-02
1.669572E+00,-1.43951E-02
1.669776E+00,-1.47003E-02
1.669980E+00,-1.45477E-02
1.670184E+00,-1.47003E-02
1.670388E+00,-1.42426E-02
1.670592E+00,-1.36322E-02
1.670796E+00,-1.31744E-02
1.671000E+00,-1.39374E-02
1.671204E+00,-1.43951E-02
1.671408E+00,-1.42426E-02
1.671612E+00,-1.45477E-02
1.671816E+00,-1.42426E-02
1.672020E+00,-1.34796E-02
1.672224E+00,-1.43951E-02
1.672428E+00,-1.39374E-02
1.672632E+00,-1.37848E-02
1.672836E+00,-1.39374E-02
1.673040E+00,-1.48529E-02
1.673244E+00,-1.37848E-02
1.673448E+00,-1.43951E-02
1.673652E+00,-1.28693E-02
1.673856E+00,-1.24115E-02
1.674060E+00,-1.37848E-02
1.674264E+00,-1.31744E-02
1.674468E+00,-1.47003E-02
1.674672E+00,-1.42426E-02
1.674876E+00,-1.36322E-02
1.675080E+00,-1.33270E-02
1.675284E+00,-1.36322E-02
1.675488E+00,-1.36322E-02
1.675692E+00,-1.42426E-02
1.675896E+00,-1.48529E-02
1.676100E+00,-1.59210E-02
1.676304E+00,-1.45477E-02
1.676508E+00,-1.48529E-02
1.676712E+00,-1.56158E-02
1.676916E+00,-1.45477E-02
1.677120E+00,-1.53107E-02
1.677324E+00,-1.43951E-02
1.677528E+00,-1.40900E-02
1.677732E+00,-1.36322E-02
1.677936E+00,-1.31744E-02
1.678140E+00,-1.51581E-02
1.678344E+00,-1.42426E-02
1.678548E+00,-1.37848E-02
1.678752E+00,-1.34796E-02
1.678956E+00,-1.39374E-02
1.679160E+00,-1.42426E-02
1.679364E+00,-1.47003E-02
1.679568E+00,-1.43951E-02
1.679772E+00,-1.42426E-02
1.679976E+00,-1.45477E-02
1.680180E+00,-1.39374E-02
1.680384E+00,-1.47003E-02
1.680588E+00,-1.42426E-02
1.680792E+00,-1.37848E-02
1.680996E+00,-1.43951E-02
1.681200E+00,-1.40900E-02
1.681404E+00,-1.36322E-02
1.681608E+00,-1.42426E-02
1.681812E+00,-1.48529E-02
1.682016E+00,-1.40900E-02
1.682220E+00,-1.39374E-02
1.682424E+00,-1.45477E-02
1.682628E+00,-1.48529E-02
1.682832E+00,-1.39374E-02
1.683036E+00,-1.40900E-02
1.683240E+00,-1.51581E-02
1.683444E+00,-1.43951E-02
1.683648E+00,-1.39374E-02
1.683852E+00,-1.33270E-02
1.684056E+00,-1.37848E-02
1.684260E+00,-1.42426E-02
1.684464E+00,-1.36322E-02
1.684668E+00,-1.47003E-02
1.684872E+00,-1.34796E-02
1.685076E+00,-1.34796E-02
1.685280E+00,-1.43951E-02
1.685484E+00,-1.36322E-02
1.685688E+00,-1.28693E-02
1.685892E+00,-1.33270E-02
1.686096E+00,-1.39374E-02
1.686300E+00,-1.43951E-02
1.686504E+00,-1.40900E-02
1.686708E+00,-1.48529E-02
1.686912E+00,-1.42426E-02
1.687116E+00,-1.40900E-02
1.687320E+00,-1.48529E-02
1.687524E+00,-1.56158E-02
1.687728E+00,-1.54633E-02
1.687932E+00,-1.40900E-02
1.688136E+00,-1.40900E-02
1.688340E+00,-1.42426E-02
1.688544E+00,-1.45477E-02
1.688748E+00,-1.39374E-02
1.688952E+00,-1.40900E-02
1.689156E+00,-1.37848E-02
1.689360E+00,-1.34796E-02
1.689564E+00,-1.37848E-02
1.689768E+00,-1.36322E-02
1.689972E+00,-1.47003E-02
1.690176E+00,-1.50055E-02
1.690380E+00,-1.48529E-02
1.690584E+00,-1.51581E-02
1.690788E+00,-1.51581E-02
1.690992E+00,-1.50055E-02
1.691196E+00,-1.50055E-02
1.691400E+00,-1.51581E-02
1.691604E+00,-1.54633E-02
1.691808E+00,-1.50055E-02
1.692012E+00,-1.53107E-02
1.692216E+00,-1.51581E-02
1.692420E+00,-1.50055E-02
1.692624E+00,-1.50055E-02
1.692828E+00,-1.47003E-02
1.693032E+00,-1.50055E-02
1.693236E+00,-1.50055E-02
1.693440E+00,-1.48529E-02
1.693644E+00,-1.51581E-02
1.693848E+00,-1.50055E-02
1.694052E+00,-1.47003E-02
1.694256E+00,-1.42426E-02
1.694460E+00,-1.36322E-02
1.694664E+00,-1.43951E-02
1.694868E+00,-1.40900E-02
1.695072E+00,-1.42426E-02
1.695276E+00,-1.47003E-02
1.695480E+00,-1.47003E-02
1.695684E+00,-1.40900E-02
1.695888E+00,-1.45477E-02
1.696092E+00,-1.47003E-02
1.696296E+00,-1.39374E-02
1.696500E+00,-1.56158E-02
1.696704E+00,-1.62262E-02
1.696908E+00,-1.60736E-02
1.697112E+00,-1.60736E-02
1.697316E+00,-1.59210E-02
1.697520E+00,-1.62262E-02
1.697724E+00,-1.63788E-02
1.697928E+00,-1.63788E-02
1.698132E+00,-1.60736E-02
1.698336E+00,-1.60736E-02
1.698540E+00,-1.69891E-02
1.698744E+00,-1.62262E-02
1.698948E+00,-1.62262E-02
1.699152E+00,-1.59210E-02
1.699356E+00,-1.59210E-02
1.699560E+00,-1.59210E-02
1.699764E+00,-1.57684E-02
1.699968E+00,-1.63788E-02
1.700172E+00,-1.63788E-02
1.700376E+00,-1.63788E-02
1.700580E+00,-1.54633E-02
1.700784E+00,-1.63788E-02
1.700988E+00,-1.60736E-02
1.701192E+00,-1.57684E-02
1.701396E+00,-1.57684E-02
1.701600E+00,-1.56158E-02
1.701804E+00,-1.48529E-02
1.702008E+00,-1.40900E-02
1.702212E+00,-1.54633E-02
1.702416E+00,-1.53107E-02
