stats (rx_timestamp=2709322498, rssi=-111, snr=1.0, sfrx=7, sftx=7, tx_trials=0, tx_power=2, tx_time_on_air=108, tx_counter=6210, tx_frequency=868000000)
17/7/2020 4:28:50 msg Hay buena cobertura con mateu orfila 4122 stats (rx_timestamp=3252343748, rssi=-111, snr=3.0, sfrx=7, sftx=7, tx_trials=0, tx_power=2, tx_time_on_air=108, tx_counter=6425, tx_frequency=868000000)
17/7/2020 4:28:54 msg Hay buena cobertura con mateu orfila 4123 stats (rx_timestamp=3256520736, rssi=-109, snr=4.0, sfrx=7, sftx=7, tx_trials=0, tx_power=2, tx_time_on_air=108, tx_counter=6427, tx_frequency=868000000)
17/7/2020 4:29:3 msg Hay buena cobertura con mateu orfila 4124 stats (rx_timestamp=3264874635, rssi=-110, snr=3.0, sfrx=7, sftx=7, tx_trials=0, tx_power=2, tx_time_on_air=108, tx_counter=6430, tx_frequency=868000000)
17/7/2020 4:29:7 msg Hay buena cobertura con mateu orfila 4125 stats (rx_timestamp=3269051704, rssi=-111, snr=3.0, sfrx=7, sftx=7, tx_trials=0, tx_power=2, tx_time_on_air=108, tx_counter=6432, tx_frequency=868000000)
17/7/2020 4:29:11 msg Hay buena cobertura con mateu orfila 4127 stats (rx_timestamp=3273228697, rssi=-111, snr=3.0, sfrx=7, sftx=7, tx_trials=0, tx_power=2, tx_time_on_air=108, tx_counter=6434, tx_frequency=868000000)
17/7/2020 4:29:15 msg Hay buena cobertura con mateu orfila 4128 stats (rx_timestamp=3277405684, rssi=-110, snr=4.0, sfrx=7, sftx=7, tx_trials=0, tx_power=2, tx_time_on_air=108, tx_counter=6435, tx_frequency=868000000)
17/7/2020 4:29:20 msg Hay buena cobertura con mateu orfila 4129 stats (rx_timestamp=3281582664, rssi=-111, snr=3.0, sfrx=7, sftx=7, tx_trials=0, tx_power=2, tx_time_on_air=108, tx_counter=6437, tx_frequency=868000000)
17/7/2020 4:29:28 msg Hay buena cobertura con mateu orfila 4130 stats (rx_timestamp=3289936602, rssi=-110, snr=4.0, sfrx=7, sftx=7, tx_trials=0, tx_power=2, tx_time_on_air=108, tx_counter=6440, tx_frequency=868000000)
17/7/2020 4:29:32 msg Hay buena cobertura con mateu orfila 4131 stats (rx_timestamp=3294113592, rssi=-111, snr=3.0, sfrx=7, sftx=7, tx_trials=0, tx_power=2, tx_time_on_air=108, tx_counter=6442, tx_frequency=868000000)
17/7/2020 4:29:40 msg Hay buena cobertura con mateu orfila 4133 stats (rx_timestamp=3302467606, rssi=-110, snr=3.0, sfrx=7, sftx=7, tx_trials=0, tx_power=2, tx_time_on_air=108, tx_counter=6445, tx_frequency=868000000)
17/7/2020 4:29:45 msg Hay buena cobertura con mateu orfila 4134 stats (rx_timestamp=3306644593, rssi=-112, snr=2.0, sfrx=7, sftx=7, tx_trials=0, tx_power=2, tx_time_on_air=108, tx_counter=6447, tx_frequency=868000000)
17/7/2020 4:29:53 msg Hay buena cobertura con mateu orfila 4136 stats (rx_timestamp=3314998530, rssi=-111, snr=2.0, sfrx=7, sftx=7, tx_trials=0, tx_power=2, tx_time_on_air=108, tx_counter=6450, tx_frequency=868000000)
17/7/2020 4:29:57 msg Hay buena cobertura con mateu orfila 4137 stats (rx_timestamp=3319175514, rssi=-110, snr=3.0, sfrx=7, sftx=7, tx_trials=0, tx_power=2, tx_time_on_air=108, tx_counter=6452, tx_frequency=868000000)
17/7/2020 4:30:1 msg Hay buena cobertura con mateu orfila 4139 stats (rx_timestamp=3323352544, rssi=-111, snr=2.0, sfrx=7, sftx=7, tx_trials=0, tx_power=2, tx_time_on_air=108, tx_counter=6454, tx_frequency=868000000)
17/7/2020 4:30:5 msg Hay buena cobertura con mateu orfila 4140 stats (rx_timestamp=3327529533, rssi=-111, snr=3.0, sfrx=7, sftx=7, tx_trials=0, tx_power=2, tx_time_on_air=108, tx_counter=6455, tx_frequency=868000000)
17/7/2020 4:30:10 msg Hay buena cobertura con mateu orfila 4141 stats (rx_timestamp=3331706521, rssi=-111, snr=3.0, sfrx=7, sftx=7, tx_trials=0, tx_power=2, tx_time_on_air=108, tx_counter=6457, tx_frequency=868000000)
17/7/2020 4:30:14 msg Hay buena cobertura con mateu orfila 4142 stats (rx_timestamp=3335883504, rssi=-111, snr=3.0, sfrx=7, sftx=7, tx_trials=0, tx_power=2, tx_time_on_air=108, tx_counter=6459, tx_frequency=868000000)
17/7/2020 4:30:18 msg Hay buena cobertura con mateu orfila 4143 stats (rx_timestamp=3340060499, rssi=-111, snr=2.0, sfrx=7, sftx=7, tx_trials=0, tx_power=2, tx_time_on_air=108, tx_counter=6460, tx_frequency=868000000)
17/7/2020 4:30:22 msg Hay buena cobertura con mateu orfila 4144 stats (rx_timestamp=3344237434, rssi=-111, snr=2.0, sfrx=7, sftx=7, tx_trials=0, tx_power=2, tx_time_on_air=108, tx_counter=6462, tx_frequency=868000000)
17/7/2020 4:30:31 msg Hay buena cobertura con mateu orfila 4145 stats (rx_timestamp=3352591459, rssi=-111, snr=3.0, sfrx=7, sftx=7, tx_trials=0, tx_power=2, tx_time_on_air=108, tx_counter=6465, tx_frequency=868000000)
17/7/2020 4:30:35 msg Hay buena cobertura con mateu orfila 4146 stats (rx_timestamp=3356768440, rssi=-111, snr=3.0, sfrx=7, sftx=7, tx_trials=0, tx_power=2, tx_time_on_air=108, tx_counter=6467, tx_frequency=868000000)
17/7/2020 4:30:39 msg Hay buena cobertura con mateu orfila 4148 stats (rx_timestamp=3360945425, rssi=-111, snr=3.0, sfrx=7, sftx=7, tx_trials=0, tx_power=2, tx_time_on_air=108, tx_counter=6469, tx_frequency=868000000)
17/7/2020 4:30:43 msg Hay buena cobertura con mateu orfila 4149 stats (rx_timestamp=3365122410, rssi=-111, snr=3.0, sfrx=7, sftx=7, tx_trials=0, tx_power=2, tx_time_on_air=108, tx_counter=6470, tx_frequency=868000000)
17/7/2020 4:30:47 msg Hay buena cobertura con mateu orfila 4150 stats (rx_timestamp=3369299352, rssi=-110, snr=3.0, sfrx=7, sftx=7, tx_trials=0, tx_power=2, tx_time_on_air=108, tx_counter=6472, tx_frequency=868000000)
17/7/2020 4:30:56 msg Hay buena cobertura con mateu orfila 4151 stats (rx_timestamp=3377653317, rssi=-111, snr=3.0, sfrx=7, sftx=7, tx_trials=0, tx_power=2, tx_time_on_air=108, tx_counter=6475, tx_frequency=868000000)
17/7/2020 4:31:0 msg Hay buena cobertura con mateu orfila 4152 stats (rx_timestamp=3381830344, rssi=-111, snr=2.0, sfrx=7, sftx=7, tx_trials=0, tx_power=2, tx_time_on_air=108, tx_counter=6477, tx_frequency=868000000)
17/7/2020 4:31:4 msg Hay buena cobertura con mateu orfila 4154 stats (rx_timestamp=3386007327, rssi=-111, snr=3.0, sfrx=7, sftx=7, tx_trials=0, tx_power=2, tx_time_on_air=108, tx_counter=6479, tx_frequency=868000000)
17/7/2020 4:31:8 msg Hay buena cobertura con mateu orfila 4155 stats (rx_timestamp=3390184315, rssi=-111, snr=2.0, sfrx=7, sftx=7, tx_trials=0, tx_power=2, tx_time_on_air=108, tx_counter=6480, tx_frequency=868000000)
17/7/2020 4:31:12 msg Hay buena cobertura con mateu orfila 4156 stats (rx_timestamp=3394361208, rssi=-112, snr=2.0, sfrx=7, sftx=7, tx_trials=0, tx_power=2, tx_time_on_air=108, tx_counter=6482, tx_frequency=868000000)
17/7/2020 4:31:21 msg Hay buena cobertura con mateu orfila 4157 stats (rx_timestamp=3402715267, rssi=-110, snr=3.0, sfrx=7, sftx=7, tx_trials=0, tx_power=2, tx_time_on_air=108, tx_counter=6485, tx_frequency=868000000)
17/7/2020 4:31:25 msg Hay buena cobertura con mateu orfila 4158 stats (rx_timestamp=3406892248, rssi=-110, snr=3.0, sfrx=7, sftx=7, tx_trials=0, tx_power=2, tx_time_on_air=108, tx_counter=6487, tx_frequency=868000000)
17/7/2020 4:31:29 msg Hay buena cobertura con mateu orfila 4160 stats (rx_timestamp=3411069191, rssi=-110, snr=3.0, sfrx=7, sftx=7, tx_trials=0, tx_power=2, tx_time_on_air=108, tx_counter=6489, tx_frequency=868000000)
17/7/2020 4:31:33 msg Hay buena cobertura con mateu orfila 4161 stats (rx_timestamp=3415246218, rssi=-109, snr=4.0, sfrx=7, sftx=7, tx_trials=0, tx_power=2, tx_time_on_air=108, tx_counter=6490, tx_frequency=868000000)
17/7/2020 4:31:37 msg Hay buena cobertura con mateu orfila 4162 stats (rx_timestamp=3419423168, rssi=-110, snr=3.0, sfrx=7, sftx=7, tx_trials=0, tx_power=2, tx_time_on_air=108, tx_counter=6492, tx_frequency=868000000)
17/7/2020 4:31:46 msg Hay buena cobertura con mateu orfila 4163 stats (rx_timestamp=3427777179, rssi=-110, snr=4.0, sfrx=7, sftx=7, tx_trials=0, tx_power=2, tx_time_on_air=108, tx_counter=6495, tx_frequency=868000000)
17/7/2020 4:31:50 msg Hay buena cobertura con mateu orfila 4164 stats (rx_timestamp=3431954170, rssi=-112, snr=2.0, sfrx=7, sftx=7, tx_trials=0, tx_power=2, tx_time_on_air=108, tx_counter=6497, tx_frequency=868000000)
17/7/2020 4:31:58 msg Hay buena cobertura con mateu orfila 4166 stats (rx_timestamp=3440309098, rssi=-110, snr=2.0, sfrx=7, sftx=7, tx_trials=0, tx_power=2, tx_time_on_air=108, tx_counter=6500, tx_frequency=868000000)
17/7/2020 4:32:2 msg Hay buena cobertura con mateu orfila 4167 stats (rx_timestamp=3444486088, rssi=-111, snr=3.0, sfrx=7, sftx=7, tx_trials=0, tx_power=2, tx_time_on_air=108, tx_counter=6502, tx_frequency=868000000)
17/7/2020 4:32:7 msg Hay buena cobertura con mateu orfila 4169 stats (rx_timestamp=3448663077, rssi=-111, snr=2.0, sfrx=7, sftx=7, tx_trials=0, tx_power=2, tx_time_on_air=108, tx_counter=6504, tx_frequency=868000000)
17/7/2020 4:32:11 msg Hay buena cobertura con mateu orfila 4170 stats (rx_timestamp=3452841100, rssi=-111, snr=2.0, sfrx=7, sftx=7, tx_trials=0, tx_power=2, tx_time_on_air=108, tx_counter=6505, tx_frequency=868000000)
17/7/2020 4:32:15 msg Hay buena cobertura con mateu orfila 4171 stats (rx_timestamp=3457019090, rssi=-111, snr=3.0, sfrx=7, sftx=7, tx_trials=0, tx_power=2, tx_time_on_air=108, tx_counter=6507, tx_frequency=868000000)
17/7/2020 4:32:19 msg Hay buena cobertura con mateu orfila 4172 stats (rx_timestamp=3461196078, rssi=-112, snr=2.0, sfrx=7, sftx=7, tx_trials=0, tx_power=2, tx_time_on_air=108, tx_counter=6509, tx_frequency=868000000)
17/7/2020 4:32:23 msg Hay buena cobertura con mateu orfila 4173 stats (rx_timestamp=3465374066, rssi=-112, snr=3.0, sfrx=7, sftx=7, tx_trials=0, tx_power=2, tx_time_on_air=108, tx_counter=6510, tx_frequency=868000000)
17/7/2020 4:32:27 msg Hay buena cobertura con mateu orfila 4174 stats (rx_timestamp=3469551003, rssi=-111, snr=2.0, sfrx=7, sftx=7, tx_trials=0, tx_power=2, tx_time_on_air=108, tx_counter=6512, tx_frequency=868000000)
17/7/2020 4:32:32 msg Hay buena cobertura con mateu orfila 4175 stats (rx_timestamp=3473728040, rssi=-111, snr=2.0, sfrx=7, sftx=7, tx_trials=0, tx_power=2, tx_time_on_air=108, tx_counter=6514, tx_frequency=868000000)
17/7/2020 4:32:36 msg Hay buena cobertura con mateu orfila 4176 stats (rx_timestamp=3477905027, rssi=-111, snr=3.0, sfrx=7, sftx=7, tx_trials=0, tx_power=2, tx_time_on_air=103, tx_counter=6515, tx_frequency=868000000)
17/7/2020 4:32:40 msg Hay buena cobertura con mateu orfila 4177 stats (rx_timestamp=3482082009, rssi=-112, snr=2.0, sfrx=7, sftx=7, tx_trials=0, tx_power=2, tx_time_on_air=108, tx_counter=6517, tx_frequency=868000000)
17/7/2020 4:32:48 msg Hay buena cobertura con mateu orfila 4178 stats (rx_timestamp=3490436980, rssi=-110, snr=3.0, sfrx=7, sftx=7, tx_trials=0, tx_power=2, tx_time_on_air=108, tx_counter=6520, tx_frequency=868000000)
17/7/2020 4:32:53 msg Hay buena cobertura con mateu orfila 4179 stats (rx_timestamp=3494613928, rssi=-111, snr=3.0, sfrx=7, sftx=7, tx_trials=0, tx_power=2, tx_time_on_air=108, tx_counter=6522, tx_frequency=868000000)
17/7/2020 4:32:57 msg Hay buena cobertura con mateu orfila 4181 stats (rx_timestamp=3498790912, rssi=-109, snr=4.0, sfrx=7, sftx=7, tx_trials=0, tx_power=2, tx_time_on_air=108, tx_counter=6524, tx_frequency=868000000)
17/7/2020 4:33:1 msg Hay buena cobertura con mateu orfila 4182 stats (rx_timestamp=3502967898, rssi=-111, snr=3.0, sfrx=7, sftx=7, tx_trials=0, tx_power=2, tx_time_on_air=108, tx_counter=6525, tx_frequency=868000000)
17/7/2020 4:33:5 msg Hay buena cobertura con mateu orfila 4183 stats (rx_timestamp=3507144882, rssi=-108, snr=4.0, sfrx=7, sftx=7, tx_trials=0, tx_power=2, tx_time_on_air=108, tx_counter=6527, tx_frequency=868000000)
17/7/2020 4:33:13 msg Hay buena cobertura con mateu orfila 4184 stats (rx_timestamp=3515499899, rssi=-109, snr=4.0, sfrx=7, sftx=7, tx_trials=0, tx_power=2, tx_time_on_air=108, tx_counter=6530, tx_frequency=868000000)
17/7/2020 4:33:18 msg Hay buena cobertura con mateu orfila 4185 stats (rx_timestamp=3519676849, rssi=-109, snr=4.0, sfrx=7, sftx=7, tx_trials=0, tx_power=2, tx_time_on_air=108, tx_counter=6532, tx_frequency=868000000)
17/7/2020 4:33:22 msg Hay buena cobertura con mateu orfila 4187 stats (rx_timestamp=3523853830, rssi=-108, snr=4.0, sfrx=7, sftx=7, tx_trials=0, tx_power=2, tx_time_on_air=108, tx_counter=6534, tx_frequency=868000000)
17/7/2020 4:33:26 msg Hay buena cobertura con mateu orfila 4188 stats (rx_timestamp=3528031817, rssi=-110, snr=3.0, sfrx=7, sftx=7, tx_trials=0, tx_power=2, tx_time_on_air=108, tx_counter=6535, tx_frequency=868000000)
------------------------
------------------------
17/7/2020 0:0:3 msg Hay buena cobertura con mateu orfila 4195 stats (rx_timestamp=10461068, rssi=-109, snr=5.0, sfrx=7, sftx=7, tx_trials=0, tx_power=2, tx_time_on_air=103, tx_counter=1, tx_frequency=868000000)
17/7/2020 0:0:8 msg Hay buena cobertura con mateu orfila 4196 stats (rx_timestamp=14639132, rssi=-108, snr=5.0, sfrx=7, sftx=7, tx_trials=0, tx_power=2, tx_time_on_air=103, tx_counter=3, tx_frequency=868000000)
17/7/2020 0:0:16 msg Hay buena cobertura con mateu orfila 4197 stats (rx_timestamp=22993108, rssi=-109, snr=5.0, sfrx=7, sftx=7, tx_trials=0, tx_power=2, tx_time_on_air=103, tx_counter=6, tx_frequency=868000000)
17/7/2020 0:0:20 msg Hay buena cobertura con mateu orfila 4198 stats (rx_timestamp=27170091, rssi=-109, snr=5.0, sfrx=7, sftx=7, tx_trials=0, tx_power=2, tx_time_on_air=103, tx_counter=8, tx_frequency=868000000)
17/7/2020 0:0:24 msg Hay buena cobertura con mateu orfila 4200 stats (rx_timestamp=31347080, rssi=-109, snr=6.0, sfrx=7, sftx=7, tx_trials=0, tx_power=2, tx_time_on_air=103, tx_counter=10, tx_frequency=868000000)
17/7/2020 0:0:29 msg Hay buena cobertura con mateu orfila 4201 stats (rx_timestamp=35524020, rssi=-108, snr=5.0, sfrx=7, sftx=7, tx_trials=0, tx_power=2, tx_time_on_air=103, tx_counter=11, tx_frequency=868000000)
17/7/2020 0:0:33 msg Hay buena cobertura con mateu orfila 4202 stats (rx_timestamp=39701007, rssi=-108, snr=5.0, sfrx=7, sftx=7, tx_trials=0, tx_power=2, tx_time_on_air=103, tx_counter=13, tx_frequency=868000000)
17/7/2020 0:0:37 msg Hay buena cobertura con mateu orfila 4203 stats (rx_timestamp=43877997, rssi=-109, snr=5.0, sfrx=7, sftx=7, tx_trials=0, tx_power=2, tx_time_on_air=103, tx_counter=15, tx_frequency=868000000)
17/7/2020 0:0:41 msg Hay buena cobertura con mateu orfila 4204 stats (rx_timestamp=48055027, rssi=-109, snr=5.0, sfrx=7, sftx=7, tx_trials=0, tx_power=2, tx_time_on_air=103, tx_counter=16, tx_frequency=868000000)
17/7/2020 0:0:45 msg Hay buena cobertura con mateu orfila 4205 stats (rx_timestamp=52232017, rssi=-108, snr=5.0, sfrx=7, sftx=7, tx_trials=0, tx_power=2, tx_time_on_air=103, tx_counter=18, tx_frequency=868000000)
17/7/2020 0:0:54 msg Hay buena cobertura con mateu orfila 4206 stats (rx_timestamp=60586947, rssi=-108, snr=5.0, sfrx=7, sftx=7, tx_trials=0, tx_power=2, tx_time_on_air=103, tx_counter=21, tx_frequency=868000000)
17/7/2020 0:0:58 msg Hay buena cobertura con mateu orfila 4207 stats (rx_timestamp=64763931, rssi=-108, snr=6.0, sfrx=7, sftx=7, tx_trials=0, tx_power=2, tx_time_on_air=103, tx_counter=23, tx_frequency=868000000)
17/7/2020 0:1:2 msg Hay buena cobertura con mateu orfila 4209 stats (rx_timestamp=68940920, rssi=-108, snr=5.0, sfrx=7, sftx=7, tx_trials=0, tx_power=2, tx_time_on_air=103, tx_counter=25, tx_frequency=868000000)
8
